,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,MelisCattish,"Asheville, NC via Atlanta",3062,3586,108006,0,"@mslisag79231 @IngrahamAngle @MailOnline The vaccine has saved lives w very rare impacts.  &gt;324 million vaccinations in the US: 5,718 deaths; 
anaphylaxis in 2 - 5 people per million doses; 38 reports of Thrombosis with thrombocytopenia syndrome (TTS), 518 reports of myocarditis or pericarditis.

https://t.co/rTNux6zsn9",[],2021-07-01 23:51:54
1,curtisc5105,Florida Dist. 6,2465,2238,16603,6,"Many in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing &amp; other factors.

Make a difference! 

Get a vaccine as soon as you can.

More: https://t.co/Ih8CLwmkpj.
#Dems4USA
via @CDCgov",['COVID19'],2021-07-01 23:47:44
2,SadieMaeTN,"Tennessee, USA",36546,69097,89314,6,"Many in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing &amp; other factors.

Make a difference! 

Get a vaccine as soon as you can.

More: https://t.co/Ih8CLwmkpj.
#Dems4USA
via @CDCgov",['COVID19'],2021-07-01 23:44:51
3,wadakashiho,JAPAN,5104,5870,714113,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 23:26:46
4,WontCaveDave,A,10558,9632,67657,6,"Many in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing &amp; other factors.

Make a difference! 

Get a vaccine as soon as you can.

More: https://t.co/Ih8CLwmkpj.
#Dems4USA
via @CDCgov",['COVID19'],2021-07-01 22:53:34
5,AudraStaffordTV,"San Diego, CA",3584,4677,26063,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",[],2021-07-01 22:42:20
6,o0ragman0o,$NaN,466,409,8431,0,"@normanswan, a very simple an preventable cause of #covid19 #vaccine complications leading to #Thrombocytopenia (if you haven't seen it yet)

""Thrombocytopenia and splenic platelet directed immune responses after intravenous ChAdOx1 nCov-19 administration""
https://t.co/92TwKlKFG1","['covid19', 'vaccine', 'Thrombocytopenia']",2021-07-01 22:28:46
7,GuiltFreeTips,U.S.A,4999,2730,48408,2,"According to the @CDCgov, the best #COVID19 vaccine is the first one that is available to you. Do not wait for a specific brand. All currently authorized and recommended COVID-19 vaccines are safe, effective, and reduce your risk of severe illness: https://t.co/Q0vVw8YV4e",['COVID19'],2021-07-01 22:27:54
8,AHHealth_KW,"Key West, FL",1390,367,1878,1,"Together we can #stopthespread! Learn more about the vaccine, visit https://t.co/w8o746GjE9 https://t.co/UygL3MgY0O",['stopthespread'],2021-07-01 22:25:45
9,MpcPacsan,Japan-USA,206,52,5545,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 22:03:42
10,LukePMontgomery,"New York, USA",2190,265,15300,0,"@hardyharder97 @RayEKat @jeff_skrentner @RWMaloneMD The vaccine is “completely safe” though, and its not “experimental” in the sense you’re using the word, it’s already passed all the clinical trials every other vaccine in history has (you definitely don’t trust the cdc I’m guessing) https://t.co/8ZNGRtMotx",[],2021-07-01 21:48:29
11,BlkArmyVet,"Oakley, CA",45,2,114,89,"One dose of an mRNA #COVID19 vaccine may offer some protection, but two doses are needed for a better immune response. Get a COVID-19 vaccine as soon as you can. If you get an mRNA vaccine, be sure to get both doses. More: https://t.co/FJMon7WlFO. https://t.co/uRrCafGYsh",['COVID19'],2021-07-01 21:47:25
12,MaryanaBhak,"La Jolla, San Diego",147,426,47457,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",[],2021-07-01 21:44:53
13,chelseafeilen,"San Diego, CA",157,72,6097,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",[],2021-07-01 21:42:04
14,HarmonyEnvrmntl,San Diego County,88,87,281,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",[],2021-07-01 21:38:57
15,mikey_in_sd,"San Diego, CA",336,202,24484,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",[],2021-07-01 21:33:53
16,melacey,Alberta Canada,1093,1058,4273,0,"Advice on vaccine administration was based on paper submitted to bioRxiv, “Thrombocytopenia and splenic platelet directed immune responses after intravenous ChAdOx1 nCov-19 administration”
 Here’s Campbell’s discussion. https://t.co/IanWPf3QFI.   2/2",[],2021-07-01 21:19:18
17,Farshad187_King,United Kingdom,21,141,21920,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 21:13:51
18,Jo_M_Rigby,"Adelaide, Australia",348,240,9756,2,"According to the @CDCgov, the best #COVID19 vaccine is the first one that is available to you. Do not wait for a specific brand. All currently authorized and recommended COVID-19 vaccines are safe, effective, and reduce your risk of severe illness: https://t.co/Q0vVw8YV4e",['COVID19'],2021-07-01 21:03:48
19,KManson7, Southern California,3073,1565,102376,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",[],2021-07-01 21:01:26
20,line_squall,"Choctaw, OK",181,148,360,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 21:01:20
21,AllofusSyhealth,"San Diego, CA",348,214,1020,0,More than half of people 18 years or older in the U.S. have been fully vaccinated. You can #JoinAllofUs in the fight against #COVID19 by getting vaccinated. Visit @CDCgov to learn how to find a vaccine provider near you: https://t.co/QYdxFLVePL https://t.co/suk1DCXsPE,"['JoinAllofUs', 'COVID19']",2021-07-01 21:00:40
22,SDCountyHHSA,San Diego County,154,5900,6745,0,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WvTylxh6m8

#TeamVaccine https://t.co/yaaYVbmpxh",['TeamVaccine'],2021-07-01 21:00:01
23,SanDiegoCounty,"San Diego, California",199,142047,15756,6,"Mobile COVID-19 drop-in vaccination site tomorrow (7/2), 9:30 a.m. to 3:30 p.m. at McDonald's, 619 Broadway, Chula Vista.

Vaccine: Johnson &amp; Johnson and Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/jTB7TBcWg0",['TeamVaccine'],2021-07-01 21:00:00
24,JournalofEthics,"Chicago, IL",1794,10892,24091,2,"According to the @CDCgov, the best #COVID19 vaccine is the first one that is available to you. Do not wait for a specific brand. All currently authorized and recommended COVID-19 vaccines are safe, effective, and reduce your risk of severe illness: https://t.co/Q0vVw8YV4e",['COVID19'],2021-07-01 21:00:00
25,VyFore,"Resistance, USA",1733,1311,46792,1,"We need vaccine appointments to fill and we need more people to step up and get the shot.  33% is a long way from 70-90% needed to bust this bug.  Come on people, please?

https://t.co/ETRukUyhhm",[],2021-07-01 20:16:19
26,Ibis_Rider,"Tucson, AZ",82,92,21100,0,"@ChaunceThe @ClarkeKellogg @dougducey @NEAToday @rweingarten OK, it's still a vaccine.
https://t.co/khSMj13WxT",[],2021-07-01 20:04:09
27,ACOEM,"Elk Grove Village, IL",192,1987,1203,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 20:03:08
28,VaccineAlabama,"Birmingham, Alabama",26,2,15,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 20:02:18
29,dogoodartist,"Winston-Salem, NC",176,76,384,0,"Consider your options. Choose Love. ♥️ https://t.co/MEx8QZsAV5

▪️ https://t.co/I4p3CqypSO

▪️ https://t.co/ulSt50SeMx #Vaccine #StaySafe #ChooseLove #YourSpotYourShot https://t.co/8oux4Ucy0D","['Vaccine', 'StaySafe', 'ChooseLove', 'YourSpotYourShot']",2021-07-01 19:53:18
30,titacookie1974,The Wet Coast,666,1296,45972,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 19:49:58
31,RTSastrowardoyo,New York,2243,887,63056,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 19:49:49
32,mtnbvan,The Vancouver Model #CullenIsComing #CommunityNotCommodity,4119,3097,387817,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 19:46:49
33,ProtestMusica,Jalisco/Texas & Global,5000,4190,631939,55,"Many people in racial &amp; ethnic minority groups are at greater risk of getting very sick from #COVID19 due to longstanding injustices in healthcare, housing, &amp; other factors.

You can help make a difference. Get a COVID-19 vaccine as soon as you can. More: https://t.co/yJFqxDIlhb. https://t.co/5Q84YZc5Oz",['COVID19'],2021-07-01 19:46:46
