,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,JerryBuchko,... roaming that space between,1927,977,60678,1,"after a single-dose vaccine (such as Johnson &amp; Johnson’s Janssen vaccine). If you don’t meet these requirements, regardless of your age, you are not fully vaccinated. Keep taking all precautions until you are fully vaccinated.""

https://t.co/m4riKimMSg",[],2021-07-03 23:48:17
1,JerryBuchko,... roaming that space between,1927,977,60678,1,"☣️😷 ""As of July 1, 54.6% of the U.S. population had received at least one dose of a COVID-19 vaccine.""

""* People are considered fully vaccinated 2 weeks after their second dose in a 2-dose series (such as the Pfizer or Moderna vaccines), or 2 weeks   https://t.co/vm7yGgRPoU",[],2021-07-03 23:48:17
2,MJINVESTOR,"West Palm Beach, FL",395,220,2189,0,"@TimothyJay13 @kimKBaltimore The Delta variant is new in the US, thanks to Biden! DATA shows you can still get COVID with the vaccine. So the CDC are idiots now? https://t.co/LibgdaOcvU",[],2021-07-03 21:57:48
3,Mooiwoes,South Africa,852,525,23338,0,"@Mary_v_Martha @rinmor @TheOneEL ""the vaccine has been effective in preventing smallpox infection in 95% of those vaccinated.""

""the Pfizer-BioNTech vaccine was 95% effective ""
🤷‍♂️
#VaccinesWork 

https://t.co/twV6UBeDU2

https://t.co/8SGziL9xBI",['VaccinesWork'],2021-07-03 21:44:00
4,305Mosquito,"Miami-Dade, FL",1452,2737,27243,1,"MYTH: The #COVID19 vaccine will make me sick with the virus.

FACT: None of the COVID-19 vaccines currently in development in the U.S. contain the live virus that causes COVID-19. This means that a vaccine cannot make you sick with COVID-19. Learn more: https://t.co/A6ZyycYqzb https://t.co/FuSDQqhpYm",['COVID19'],2021-07-03 21:28:26
5,German_Dictator,Lutherstadt Wittenberg,0,822,135608,0,https://t.co/AsUnObNwbz Brazil Vaccine Scandal Imperils Bolsonaro as Protests Spread Our Hashtag https://t.co/tDeW0hb5So 2020 #FWN #freeworldnews #today,"['FWN', 'freeworldnews', 'today']",2021-07-03 20:58:55
6,LearnLeapLean,Oresund Region,646,779,20728,0,"Reports of adverse events following the use of J&amp;J/Janssen vaccine suggest an increased risk of a rare adverse event called thrombosis with thrombocytopenia syndrome. Nearly all reports of this serious condition involves blood clots with low platelets.
https://t.co/F4qPYwSm06 https://t.co/J5y7evTlkO",[],2021-07-03 20:46:05
7,thalesnemo,North America,247,147,8215,0,@ElizeVC @rinmor Go to the maths millions of doses given out less than 0.02 % side effect &amp; magnitudes less of deaths ! So your definition of “unsafe” tortures the English language! 1️⃣ https://t.co/JAFFEPSyuk 2️⃣ https://t.co/TRSytFfFHX 3️⃣ https://t.co/U4aFEMBTy7 4️⃣ https://t.co/FFi3upU5YD,[],2021-07-03 20:10:38
8,ffabiolla,Venezuela | El Poder del Ahora,3101,2876,56279,21,"23 patients who presented with thrombosis and thrombocytopenia 6 to 24 days after receiving the first dose of the ChAdOx1 nCoV-19 vaccine (AstraZeneca): https://t.co/M8fb4OXdsl

#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #covid19
#COVIDVaccination https://t.co/DBrjD2RXmY",[],2021-07-03 19:27:24
9,CovidRider,"Paris, France",56,19,511,0,Getting Your COVID-19 Vaccine https://t.co/TZQSF1MjaP,[],2021-07-03 18:15:38
