,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,GraffitiExpert,Queensland,862,958,124943,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda"", since May 2021, Australia has cranked up its dodgy testing, predictably conjuring up ""cases"" to justify lockdown, masks and mandatory check ins - first in Victoria, now in Queensland and NSW https://t.co/bNbPukrzV9",[],2021-07-03 04:28:05
1,GraffitiExpert,Queensland,862,958,124943,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda"", since May 2021, Australia has cranked up its dodgy testing, predictably conjuring up ""cases"" to justify lockdown, masks and mandatory check ins - first in Victoria, now in Queensland and NSW https://t.co/kbPjjElPlc",[],2021-07-02 05:12:46
2,nelsxl,"Auckland Central, Auckland",1107,495,13078,2,"Great to see @WHO including our research on lockdown, motherhood and home-schooling on their database @nelsxl  https://t.co/LRWTutrMeC https://t.co/3NdobiVWOR",[],2021-07-02 01:07:00
3,sharyndavies,Aotearoa,2933,1408,1325,2,"Great to see @WHO including our research on lockdown, motherhood and home-schooling on their database @nelsxl  https://t.co/LRWTutrMeC https://t.co/3NdobiVWOR",[],2021-07-02 01:03:56
4,astronotmars,deket mamang batagor,231,201,37632,2,"Although small, we are happy that our systematic review  https://t.co/LoHT8A0qpW on lockdown and testing strategy can contribute to this @WHO 
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities interim guidance.
https://t.co/8JAV316Nas https://t.co/5pv0J0FQPq",[],2021-07-01 11:10:59
5,gwangge,"Jakarta, Indonesia",658,355,5006,2,"Although small, we are happy that our systematic review  https://t.co/LoHT8A0qpW on lockdown and testing strategy can contribute to this @WHO 
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities interim guidance.
https://t.co/8JAV316Nas https://t.co/5pv0J0FQPq",[],2021-07-01 08:43:51
6,QldFarmers,"Queensland, Australia",1678,8345,7026,0,"A 3-day lockdown for South East Queensland, Townsville (including Magnetic Island) and Palm Island is now in effect. Workers travelling interstate are advised to first check travel restrictions: https://t.co/daCAhS6thl. Find further updates: https://t.co/EORxIKHQnP. https://t.co/QxePRQBfWJ",[],2021-06-30 01:00:05
7,SydneyUpdate1,"CANADA, Halifax ",2088,1966,41033,0,Australia Covid live news update: Three residents test positive to Covid at north-west Sydney aged care home - The Guardian Australia https://t.co/NU89zoGEnh,[],2021-07-03 23:55:33
8,goremau123,New England NSW Australia,1198,292,90361,2,"For decades, the veins and arteries of Melbourne’s rail network pumped people in and out of the city with a familiar rhythm. Then, writes @tom_cowie, it all changed. #covid #covid19 #coronavirus #pandemic #lockdown  https://t.co/O9MSR4o0qj",[],2021-07-03 23:55:04
9,theage,"Melbourne, Australia",1216,901055,128641,2,"For decades, the veins and arteries of Melbourne’s rail network pumped people in and out of the city with a familiar rhythm. Then, writes @tom_cowie, it all changed. #covid #covid19 #coronavirus #pandemic #lockdown  https://t.co/O9MSR4o0qj","['covid', 'covid19', 'coronavirus', 'pandemic', 'lockdown']",2021-07-03 23:54:48
10,cnnfreakingnews,just behind you...,341,67,3116,0,"@Julesmerch @loquaciusSA @thehill @PressSec According to, yet not comolete data, crime decreased,.it didn't increase like you said.
For murders, they don't know why it increased-- I'm thinking lockdown maybe-- multiple theory, but no police defunded since as it was said it didn't even happen.

https://t.co/JV4jdsaT8o https://t.co/KgSEMnwWI6",[],2021-07-03 23:50:24
11,adzebill,"Hokitika, Aotearoa",1000,4648,39710,1,Some good debunking here from ⁦@AcampbelTeacher⁩.  https://t.co/kza9btgFoA,[],2021-07-03 23:48:53
12,macdonald_julie,"Adelaide, South Australia",1904,1800,73850,0,🥺😷⚠️😪‘Next few days will be telling’: NSW on edge as epicentre shifts to western suburbs | The New Daily https://t.co/1NNTxJWF1t,[],2021-07-03 23:48:42
13,homelyvlog,India,74,130,1726,0,COVID: Karnataka further eases curbs with effect from July 5 https://t.co/ORRU8O01IO https://t.co/tJ4fDR7eQq,[],2021-07-03 23:48:37
14,Vermeera,Universe,1482,2743,103779,17,"Three residents of Sydney aged care home test positive to COVID-19
GLADYS IS NOT IN “LOCKDOWN” 👇👇👇👇 https://t.co/PLuQCBM39h",[],2021-07-03 23:48:01
15,Drew77002879,Australia,187,44,1415,17,"Three residents of Sydney aged care home test positive to COVID-19
GLADYS IS NOT IN “LOCKDOWN” 👇👇👇👇 https://t.co/PLuQCBM39h",[],2021-07-03 23:47:29
16,LizzBettZee,"Sydney, New South Wales",4154,2236,30005,21,Sydney's latest COVID-19 cases show the epicentre of the outbreak has shifted from the city's east to the western and southwestern suburbs. New venues of concern include a number of supermarkets and grocery stores.  https://t.co/Arx0WV1aJM,[],2021-07-03 23:46:39
17,sallywhitwell,"Sydney, Australia",2574,2830,24946,0,"OK. Who’s the bastard from Burwood who felt compelled, in the very last 2 hours before Sydney lockdown started, to buy booze and new sneakers, get their nails done, get a haircut, go to Kmart AND have Sushi? I hate that person.

https://t.co/rEaTN4fodZ",[],2021-07-03 23:46:30
18,NiceDeb,Kansas City area,5289,11703,65453,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:46:02
19,ladiesman16789,"United States, Earth",24,127,55275,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:44:36
20,startupsoda,Australia,2757,2386,32630,0,"SmartCompany: For small businesses affected by the NSW lockdowns, here are the support grants available. 

#lockdown #sydneylockdown #nswgovernment #gladys #businesssupport #businessgrants #governmentsupport

https://t.co/wPrUwtFvzl","['lockdown', 'sydneylockdown', 'nswgovernment', 'gladys', 'businesssupport', 'businessgrants', 'governmentsupport']",2021-07-03 23:44:19
21,Ezinger44,United States,3116,7212,104822,355,"the pandemic is over 

https://t.co/XWKpY3e0EJ https://t.co/kgFnxcaS8F",[],2021-07-03 23:43:28
22,SchoonerLita,"12°18'03.7""S 168°48'54.4""E",2562,1750,95034,0,"So Auburn is now epicentre. That puts a lot of people at risk. They can't access vaccines because .@ScottMorrisonMP snubbed Pfizer last year &amp; he's been told by experts AZ should be dumped.
#MonsterMorrison 

| The New Daily https://t.co/K4d0uI4xUC",['MonsterMorrison'],2021-07-03 23:42:53
23,dillamonster,"Auckland City, New Zealand",797,1139,36196,0,Prob unclear from the picture but it's these fuckers https://t.co/aexf5WfEAs,[],2021-07-03 23:41:56
24,Tx58Ces,"Texas, USA",1010,565,92061,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:41:24
25,Skippingdog,aus,392,228,21540,17,"Three residents of Sydney aged care home test positive to COVID-19
GLADYS IS NOT IN “LOCKDOWN” 👇👇👇👇 https://t.co/PLuQCBM39h",[],2021-07-03 23:39:40
26,free_uremind,worldwide,809,91,5655,8,"NSW recorded 35 cases on Saturday - the biggest daily rise in infections so far, as residents wait for news about whether the lockdown will extend.

https://t.co/nkNDyHlZeh",[],2021-07-03 23:38:56
27,angewithhane,Kaurna land,396,252,6094,156,"‘Mayhem’ as Sydney crowds defy lockdown https://t.co/IXRYegswxw via @newscomauHQ 
This could also explain why numbers are not going down!",[],2021-07-03 23:38:45
28,SchoonerLita,"12°18'03.7""S 168°48'54.4""E",2562,1750,95034,0,"But .@GladysB your #ClaytonsLockdown light has already failed. When do you get real? BTW put active cases back on the chart. You lie #GladysClusterfuk 

‘Next few days will be telling’: NSW on edge as epicentre shifts to western suburbs | The New Daily https://t.co/K4d0uI4xUC","['ClaytonsLockdown', 'GladysClusterfuk']",2021-07-03 23:36:12
29,iitosee,Earth,697,95,1308,59,"By ‘mayhem’, they mean a lot of people taking a walk...🙄. Props to Sydneysiders for keeping it real. https://t.co/Oy4m5I2WTF",[],2021-07-03 23:35:46
30,will_scarlett12,"Zillah, WA",76,75,9733,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:35:07
31,kate_eviva,Australia,1791,2706,266114,1,"Is the north-west Sydney aged care home a private facility, regulated by the Commonwealth, and will Gladys call out #ScottyTheBully or take the hit herself? #insiders #auspol #covid19 https://t.co/r3z6XqKxug",[],2021-07-03 23:35:06
32,jcknower,"Plymouth, NH",283,157,940,0,Good. We’re done with lockdowns.  https://t.co/tA6ZXpFxTd,[],2021-07-03 23:34:44
33,twilabrase,"St Paul, MN",613,2629,15592,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:32:47
34,ArmyStrongMama,"Huntsville, AL",1369,318,5419,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:32:44
35,RedBloodedGuy,America.,514,2891,70379,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:32:43
36,1Von80Millionen,Germany,402,283,14345,506,Even Australia is done with the ro. They’re trading their “Zero Spread” trophy for normal life.  https://t.co/ALMcOJ0146,[],2021-07-03 23:32:25
37,marousia,[Dis]placed,1644,2229,89091,2,‘Next few days will be telling’: NSW on edge as epicentre shifts to western suburbs | The New Daily https://t.co/I7B94kL80F,[],2021-07-03 23:31:56
38,NemiahFelipe3,"41°56'53N, 87°39'20.4W",5001,2089,163885,39,"1/ Here’s what you need to know about the delta variant, the new coronavirus mutation eroding some of the world’s progress against the pandemic.👇https://t.co/dEtR7fhE4e",[],2021-07-03 23:31:50
39,GatoDelCheshire,"Gundaroo, NSW, Ngunnawal Land",1827,985,18481,0,"Let's not forget that the PM is ultimately responsible for the vaccine rollout, for quarantine, and for aged care.
Shocking work
https://t.co/mvyowbQ3Zt",[],2021-07-03 23:31:43
40,MrSirUgly,Live anywhere haven't died yet,6042,5522,83222,2,‘Next few days will be telling’: NSW on edge as epicentre shifts to western suburbs | The New Daily https://t.co/I7B94kL80F,[],2021-07-03 23:30:42
