,username,retweets,likes,text,hashtags,time
0,US_FDA,6,11,"Join @FDAOncology tomorrow to hear personal perspectives from survivors, clinicians, caregivers, and pediatric patient advocates on the impact of childhood cancer.

To register, visit: https://t.co/G3Hr0oE2p9

#ChildhoodCancerAwarenessMonth 
#GoGoldInSeptember https://t.co/NvF01gK4lb","['ChildhoodCancerAwarenessMonth', 'GoGoldInSeptember']",2021-09-15 17:00:33
1,US_FDA,12,0,RT @FDAHealthEquity: Celebrate #HispanicHeritageMonth by staying safe and healthy! Get the latest minority health updates from https://t.co…,['HispanicHeritageMonth'],2021-09-15 16:03:12
2,US_FDA,1,5,"The expanded PSA program is intended to encourage the exchange of views on scientific questions between FDA, EMA, and applicants in an effort to encourage more timely global development of hard-to-copy complex generics.",[],2021-09-15 14:26:40
3,US_FDA,10,18,"Today, FDA and the European Medicines Agency (EMA) expanded their Parallel Scientific Advice (PSA) Program to include ANDA applicants and complex generic drug products. https://t.co/K4lfWG7J2v https://t.co/0fsBrIPFHG",[],2021-09-15 14:26:39
4,US_FDA,9,24,"Celebrate #HealthyAgingMonth! 

Healthy aging involves: 

- Eating a healthy diet
- Staying active
- Getting screened

Age fabulously with these additional tips via @FDAWomen and https://t.co/xbS9QShUUW. https://t.co/QlUQJMLFPB",['HealthyAgingMonth'],2021-09-15 12:00:37
5,US_FDA,7,14,"#BePrepared to evacuate and shelter from storms and other natural disasters while protecting yourself and others from #COVID19. #NatlPrep 

 https://t.co/L3xigHlzZ5 https://t.co/cCnDlbLFe8","['BePrepared', 'COVID19', 'NatlPrep']",2021-09-14 17:00:27
6,US_FDA,46,57,"Delta-8 tetrahydrocannabinol, aka delta-8 THC, is a psychoactive substance found in the Cannabis sativa plant, of which marijuana and hemp are two varieties. Delta-8 THC products haven't been evaluated or approved by the FDA for safe use in any context. https://t.co/YI4yWhUeyn",[],2021-09-14 14:44:10
7,US_FDA,248,0,"RT @CDCgov: As of September 13, 209.7 million people in the US have received at least one dose of a #COVID19 vaccine. Of those, 179 million…",['COVID19'],2021-09-13 21:50:39
8,US_FDA,16,0,RT @FrankYiannasFDA: Today we announced the winners of the New Era of Smarter Food Safety Low- or No-Cost Tech-enabled Traceability Challen…,[],2021-09-13 17:12:26
9,US_FDA,30,0,"RT @FDA_Drug_Info: Did you know, inactive ingredients in drugs may contain gluten?

When reading a drug label, Celiac patients should be aw…",[],2021-09-13 17:08:06
10,US_FDA,5,21,"Check out our 2021 virtual conference on compounding, Sept. 14-15, which will highlight the importance of working together to improve product quality in the compounding industry. #FDAVoices https://t.co/9EaUfKqr3m",['FDAVoices'],2021-09-13 14:25:47
