,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,UniversalMaski2,Everywhere,58,709,15004,1,"@AGoldsmithEsq @citlanx @BernieDogs4 @lvt2012 @doritmi @PPEtoheros @BarryHunt008 @sri_srikrishna @akansel @watermelonpunch @LazarusLong13 @jbarab @NyCovid @Don_Milton @JennaLuche @berman_allen @danaparish @AmandaHHTPA @noellejt @Rose_Marie_Holt @jsolman @shikgupta @CDC_Firstline @kprather88 @jljcolorado @meganranney @AnuAnandaraja @SherriDouville @akm5376 @PrasadKasibhat1 @healthyheating @RickABright @linseymarr @drdavidmichaels @brosseau_lisa @celinegounder @mtosterholm @chipatucsd @mdholte @Poppendieck @nynursesunited @AbraarKaran @traependergrast @lindsleininger @DebbieBerkowitz @workingwcovid @ProfLWiley @NationalCOSH @KrutikaKuppalli @OSHAReporter The CDC guidance on ventilation says that airflow distribution testing should be conducted ANYTIME barriers are deployed. This CDC guidance is sound. (3/n

https://t.co/GvmaxXlFbH https://t.co/ZJVBWzYm0J",[],2021-07-02 21:52:24
1,jneill,Dennison Barracks,5743,7999,76456,3,"The  @cdc have had this list since February. 
#longcovidkids have been asking for this list to include symptoms children present with since Oct 2020.
https://t.co/ef0U3m90fJ 

@LongCovidSOS @long_covid @kidsCovidGamble @SafeEdForAll_UK @LongCovidWales @LongCovKidsScot",['longcovidkids'],2021-07-02 19:54:32
2,happy_awpli,"Colmar Manor, MD",101,102,808,0,"https://t.co/0UR4jnOCkJ.
COVID-19 QUESTIONS ANSWERED!
***************************
WE ALSO OFFER FREE HIV TESTING!
Call for Appointment 
*Social Distancing is Practiced*
202.340.5922  • 202.340.6204",[],2021-07-02 19:31:52
3,viralvideovlogs,കേരളം,4554,6968,788837,1,ICYMI: @CDCGov launched a new COVID-19 Viral Testing Online Tool that helps health care providers quickly access the most relevant and actionable #COVID19 #testing information. https://t.co/TryOZuv25d,[],2021-07-02 18:40:31
4,tmfhqi,"Austin, Texas",511,340,1812,1,ICYMI: @CDCGov launched a new COVID-19 Viral Testing Online Tool that helps health care providers quickly access the most relevant and actionable #COVID19 #testing information. https://t.co/TryOZuv25d,"['COVID19', 'testing']",2021-07-02 18:40:30
5,percentcrumpet,"Nicosia, Cyprus",389,159,4128,2,"Even WHO says:

""Widespread screening of asymptomatic individuals is not a currently recommended strategy due to the significant costs associated with it and the lack of data on its operational effectiveness"".

https://t.co/fPHouAc2xM",[],2021-07-02 18:36:11
6,TedMeowls,Bristol / LA,4292,18003,5980,0,"@Pete01mcfc @plod1956 @_spencerfox As seen in this study of 26 Ontario laboratories that test for the coronavirus who participated in a proficiency test, they saw a variability of Ct values of up to eight cycles across them when testing the same specimen. 

https://t.co/83nB0WT0xd",[],2021-07-02 18:19:06
7,LongCovidKids,Uk,1061,12040,10091,3,"The  @cdc have had this list since February. 
#longcovidkids have been asking for this list to include symptoms children present with since Oct 2020.
https://t.co/ef0U3m90fJ 

@LongCovidSOS @long_covid @kidsCovidGamble @SafeEdForAll_UK @LongCovidWales @LongCovKidsScot",['longcovidkids'],2021-07-02 08:23:05
8,kerim,Taiwan,6224,18770,45259,0,"The US CDC's requirements for COVID testing are very clear, but I have still read them like 20 times to make sure that I didn't misunderstand. https://t.co/x06JAXzhjQ",[],2021-07-02 07:37:14
9,GraffitiExpert,Queensland,862,958,124943,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda"", since May 2021, Australia has cranked up its dodgy testing, predictably conjuring up ""cases"" to justify lockdown, masks and mandatory check ins - first in Victoria, now in Queensland and NSW https://t.co/kbPjjElPlc",[],2021-07-02 05:12:46
10,Gato188,Pre-1788 Terra Nullius,981,1308,123006,0,@malrob17 All competent health and medical authorities recommend approved #vaccines because they have been proven effective in large-scale clinical testing and monitoring. Needle-fearing #AntiVaxxers are ignorant crybabies and sissies. #BeatCovid #GetTheJab https://t.co/iJ21mS1DQ5,"['vaccines', 'AntiVaxxers', 'BeatCovid', 'GetTheJab']",2021-07-02 01:54:05
11,tuckerlieberman,"Bogotá, D.C., Colombia",5000,1639,6239,0,"@andreapitzer The U.S. CDC's order is expressed as ""three days,"" which eases planning a bit. (Explained here.) https://t.co/hEsWKFk7xn

A lab in Colombia turned around my antigen test in 5 hours and posted the results online.",[],2021-07-02 00:19:07
12,LocaDotIn,Worldwide,40100,58043,19426,0,Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities https://t.co/uwNEnKhq7S,[],2021-07-01 19:52:55
13,Pietro_Otto,"Legnano, Lombardia",1092,1400,61778,1,Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities https://t.co/bNQ4Go3WAe,[],2021-07-01 19:19:01
15,AgustinBuceo,"Montevideo, Uruguay",1227,360,1298,0,"Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities

Fuente oficial:
https://t.co/v1kLkKWJv9",[],2021-07-01 19:03:45
16,Aartvr,Netherlands,330,1267,22605,92,"WHO finally agrees with IPAK, almost.  Indiscriminate PCR testing of asymptomatic individuals is not warranted.  In reality, it's harmful, as it leads to a Sisyphean task, and could lead to the destruction of Western civilization.  https://t.co/8yPY2yU0iM @BretWeinstein https://t.co/SL9vaKRq5J",[],2021-07-01 18:42:34
17,211Utah,Utah,689,1204,3409,1,"If you are unvaccinated, you should ask yourself these questions before heading out the door. The CDC has an online coronavirus self-checker. Limiting the spread of COVID is crucial to keeping everyone healthy. https://t.co/0xW1IwCe5S https://t.co/Grujt1WjpY",[],2021-07-01 16:27:59
18,UCHD,"Provo, Utah",381,3774,6251,1,"If you are unvaccinated, you should ask yourself these questions before heading out the door. The CDC has an online coronavirus self-checker. Limiting the spread of COVID is crucial to keeping everyone healthy. https://t.co/0xW1IwCe5S https://t.co/Grujt1WjpY",[],2021-07-01 16:01:48
19,adriaankeij,Ochten NL,469,343,22660,9,"@blckbxnews WHO raad mass-testing af: 
https://t.co/zQ4llesxbX",[],2021-07-01 15:34:32
20,realSchoenecker,"Silicon Valley, CA",333,825,9519,92,"WHO finally agrees with IPAK, almost.  Indiscriminate PCR testing of asymptomatic individuals is not warranted.  In reality, it's harmful, as it leads to a Sisyphean task, and could lead to the destruction of Western civilization.  https://t.co/8yPY2yU0iM @BretWeinstein https://t.co/SL9vaKRq5J",[],2021-07-01 15:32:01
21,helmavankastel,Made Nederland,1695,1200,46445,9,"@blckbxnews WHO raad mass-testing af: 
https://t.co/zQ4llesxbX",[],2021-07-01 15:24:13
22,MarjavanCaem,Purmerend,72,809,184571,9,"@blckbxnews WHO raad mass-testing af: 
https://t.co/zQ4llesxbX",[],2021-07-01 15:19:57
