,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,GraffitiExpert,Queensland,862,958,124943,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda"", since May 2021, Australia has cranked up its dodgy testing, predictably conjuring up ""cases"" to justify lockdown, masks and mandatory check ins - first in Victoria, now in Queensland and NSW https://t.co/kbPjjElPlc",[],2021-07-02 05:12:46
1,nelsxl,"Auckland Central, Auckland",1107,495,13078,2,"Great to see @WHO including our research on lockdown, motherhood and home-schooling on their database @nelsxl  https://t.co/LRWTutrMeC https://t.co/3NdobiVWOR",[],2021-07-02 01:07:00
2,sharyndavies,Aotearoa,2933,1408,1325,2,"Great to see @WHO including our research on lockdown, motherhood and home-schooling on their database @nelsxl  https://t.co/LRWTutrMeC https://t.co/3NdobiVWOR",[],2021-07-02 01:03:56
3,astronotmars,deket mamang batagor,231,201,37632,2,"Although small, we are happy that our systematic review  https://t.co/LoHT8A0qpW on lockdown and testing strategy can contribute to this @WHO 
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities interim guidance.
https://t.co/8JAV316Nas https://t.co/5pv0J0FQPq",[],2021-07-01 11:10:59
4,gwangge,"Jakarta, Indonesia",658,355,5006,2,"Although small, we are happy that our systematic review  https://t.co/LoHT8A0qpW on lockdown and testing strategy can contribute to this @WHO 
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities interim guidance.
https://t.co/8JAV316Nas https://t.co/5pv0J0FQPq",[],2021-07-01 08:43:51
5,QldFarmers,"Queensland, Australia",1678,8345,7026,0,"A 3-day lockdown for South East Queensland, Townsville (including Magnetic Island) and Palm Island is now in effect. Workers travelling interstate are advised to first check travel restrictions: https://t.co/daCAhS6thl. Find further updates: https://t.co/EORxIKHQnP. https://t.co/QxePRQBfWJ",[],2021-06-30 01:00:05
6,ArsalanHKhan10,"Nowshera, Pakistan",655,856,104179,114,JUST IN: Russian authorities say lockdown has not been discussed as an option amid rising coronavirus case and death numbers,[],2021-07-02 23:55:00
7,SydneyUpdate1,"CANADA, Halifax ",2088,1966,41033,0,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown - The Guardian Australia https://t.co/mfNFimqmmB,[],2021-07-02 23:52:33
8,Mexicaldsw,NSW Central Coast,959,301,43414,7,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown. DAMN my suburb has been named in the new Sydney alerts https://t.co/c8zfYMq8oW,[],2021-07-02 23:52:22
9,KnightSonnie,"Melbourne, Australia",368,176,9198,1,@broomstick33 @ScottMorrisonMP did this more than a year ago and we’re still in phase 1 😂 https://t.co/NMITAH8iYP,[],2021-07-02 23:47:59
10,plan_IT_Ed,Australia,1237,926,21710,3,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/VgpQKWurnm,[],2021-07-02 23:45:56
11,nanoview,Aus.,605,1498,91631,0,"Happy 'Russian Roulette' Weekend Australia! 

Good Luck finding out where those Sites are!

Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/vIJLRXcYYx",[],2021-07-02 23:44:36
12,Somatic_Exp_Int,"Boulder, CO",4953,3741,4626,0,Healing from Post-Pandemic Trauma: Moving Forward After Lockdown https://t.co/Lz55HduOrp,[],2021-07-02 23:42:26
13,AlphWilliams,Australia,2205,3269,88117,0,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/J6QNPbtEtT,[],2021-07-02 23:37:16
14,drnoahross,"Johannesburg, South Africa",1180,751,90788,0,No lockdown plans in Russia as virus deaths hit new record - The Associated Press https://t.co/trm5S2Hp2x https://t.co/XC2KtVY1Om,[],2021-07-02 23:35:04
15,Samoskal,Sydney,5000,1888,98525,7,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown. DAMN my suburb has been named in the new Sydney alerts https://t.co/c8zfYMq8oW,[],2021-07-02 23:31:37
16,lenoretaylor,Sydney,2464,145165,35142,3,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/VgpQKWurnm,[],2021-07-02 23:30:19
17,perthnow,"Perth, Australia",1478,144836,133698,0,NSW Health has added 35 possible coronavirus exposure sites as concerns grow that the State's lockdown could be extended. https://t.co/D8RxWzVoe8 https://t.co/83DdHxTqZR,[],2021-07-02 23:30:02
18,hadi_alhd,"shah alam, selangor",244,29,2276,28,"Again, what the minister Azmin Ali quoted from WHO is misleading and misconstrued, similarly like how former US president Donald Trump quoted Dr. David Nabarro of the WHO. 

Here are the examples of other fact-checks:
- https://t.co/UFVdCxjx4L
- https://t.co/Sc0NJxPibp",[],2021-07-02 23:29:32
19,bhagwangeeta,"Frankfurt, Germany",9,6,3475,26,"As evening falls in the Ugandan capital, traders at the country's biggest market prepare for another long, cold night's sleep between the fruit and vegetable stalls, forbidden from returning home under a strict 42-day coronavirus lockdown https://t.co/fNc4w83u0b https://t.co/FDhTtmmpum",[],2021-07-02 23:27:28
20,Cjp043,"Sydney, New South Wales",193,149,8885,11,"COVID too dangerous to be treated like flu 
Epidemiologists have disputed Prime Minister Scott Morrison’s claim that coronavirus will be able to be treated”like the flu” when Australia reaches a high vaccination rate, excerpt 
https://t.co/toSD0u52ql cc @WgarNews",[],2021-07-02 23:26:36
21,LeipzigSyd,AUS & EU,4998,2393,128610,7,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown. DAMN my suburb has been named in the new Sydney alerts https://t.co/c8zfYMq8oW,[],2021-07-02 23:25:55
22,ViscusGaming,Australia,1651,435,18151,0,"@MadsMelbourne @reverendgrebo @manthatcooks @10NewsFirstMelb Yeah, you are lying/deliberately ignoring the truth. https://t.co/raS5O3C2n3 https://t.co/enGrT7yOcv",[],2021-07-02 23:25:28
23,EvieDaisy3,Vic Aus,5913,5377,141537,7,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown. DAMN my suburb has been named in the new Sydney alerts https://t.co/c8zfYMq8oW,[],2021-07-02 23:23:30
24,EvieDaisy3,Vic Aus,5913,5377,141537,11,"COVID too dangerous to be treated like flu 
Epidemiologists have disputed Prime Minister Scott Morrison’s claim that coronavirus will be able to be treated”like the flu” when Australia reaches a high vaccination rate, excerpt 
https://t.co/toSD0u52ql cc @WgarNews",[],2021-07-02 23:23:09
25,JoJomills13,Port Macquarie NSW ,2440,3680,144044,11,"COVID too dangerous to be treated like flu 
Epidemiologists have disputed Prime Minister Scott Morrison’s claim that coronavirus will be able to be treated”like the flu” when Australia reaches a high vaccination rate, excerpt 
https://t.co/toSD0u52ql cc @WgarNews",[],2021-07-02 23:20:14
26,davidbewart,Australia,19906,22231,978772,7,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown. DAMN my suburb has been named in the new Sydney alerts https://t.co/c8zfYMq8oW,[],2021-07-02 23:20:11
27,RoozeGeraldine,Nederland,664,824,43935,4,"De bron:
https://t.co/IueWmBQTUx",[],2021-07-02 23:19:06
28,lynlinking,Australia,28032,26636,340758,11,"COVID too dangerous to be treated like flu 
Epidemiologists have disputed Prime Minister Scott Morrison’s claim that coronavirus will be able to be treated”like the flu” when Australia reaches a high vaccination rate, excerpt 
https://t.co/toSD0u52ql cc @WgarNews",[],2021-07-02 23:14:06
29,slsandpet,Aust,3786,11873,552530,7,Australia Covid news live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown. DAMN my suburb has been named in the new Sydney alerts https://t.co/c8zfYMq8oW,[],2021-07-02 23:12:49
30,Gekko_au,"Melbourne, AU",806,924,14368,0,"Many other jurisdictions with tougher lockdown processes have come out of lockdown now.  

Hard and fast lockdowns work.

You’d think NSW voters might have noticed that by now.  But Sydney prefers to limp along under Gladys with Delta COVID.
 https://t.co/URgP5OI6Wu",[],2021-07-02 23:11:17
31,Ninecomau,Australia,396,14544,118473,0,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow.

https://t.co/xODCY4pfH3",[],2021-07-02 23:08:39
32,BygoneDiva,South Australia,560,561,21935,6,NSW residents have been encouraged to dob in anyone flouting the rules as COVID-19 case numbers keep climbing during the lockdown.  https://t.co/A0OMk5RiyP,[],2021-07-02 22:57:51
33,GCobber99,Bendigo,3835,8424,333526,5,Australia Covid live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/C7naqAkbIM,[],2021-07-02 22:54:25
34,Sheepdog4USA,"New York, USA",817,1531,45128,37,"We've all heard about the Delta variant of COVID-19. It's causing foreign countries to reintroduce lockdown measures and some U.S. officials to warn of a coming new wave of infection. 

Here, I spoke to experts who said it shouldn't be much to worry about: https://t.co/Mf1Fggke0Q",[],2021-07-02 22:52:07
35,CallingVisser,Nederland,1305,885,38538,13,"Medische a-part-heid 😡
https://t.co/lNaJ9KEI0H (via @NUnl)",[],2021-07-02 22:50:28
36,rkettley,"Newport Beach, CA",50,56,627,0,"During the coronavirus lockdown, a lot of young people started investing in buzzy stocks like GameStop, and you started hearing how people were making thousands of dollars in one day. It was mind-blowing. But it also proved to be a dangerous game — especia https://t.co/CZZGwqPSFr",[],2021-07-02 22:45:04
37,mery_artes21,colombia,481,44,4252,13,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow without slowing down. #9News

https://t.co/1iRUFsEbGl",[],2021-07-02 22:42:38
38,stuartmacfarla5,"Sydney, New South Wales",327,335,235,0,Australia Covid live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/imynEDyAVz,[],2021-07-02 22:40:44
39,gm_oden,"California, USA",1336,304,42303,583,Australia's biggest city heading into two-week hard lockdown to contain Delta coronavirus outbreak https://t.co/bHqCxt5Gqr,[],2021-07-02 22:39:16
40,JoeI1235,"Illinois, USA",639,255,7928,0,Australia Covid live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/tI0j9IzK9A https://t.co/gESWmUSOxn,[],2021-07-02 22:33:04
41,massimo94626342,"Jordaan, Amsterdam",1437,932,24743,13,"Medische a-part-heid 😡
https://t.co/lNaJ9KEI0H (via @NUnl)",[],2021-07-02 22:32:28
42,ellenstrickland,"Auckland, New Zealand",3527,2921,22511,6,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow without slowing down. #9News

https://t.co/QOdsyEBsTz",[],2021-07-02 22:31:42
43,pnkjjsr,"New Delhi, India",5,90,18443,0,Coronavirus in India live updates: Zydus' Virafin gets DCGI nod for Covid treatment https://t.co/vwe8xzliWD,[],2021-07-02 22:30:01
44,Speedy_Tomato,The Kitchen Closet,4783,1194,62072,5,Australia Covid live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/C7naqAkbIM,[],2021-07-02 22:30:00
45,scarletmonahan,United Kingdom,24063,295453,125817,2,Alan 4 Things you must never do. https://t.co/19rWVd25Vw #SocialDistancing #Dominicummimgs #covid19 #coronavirus #animation #animated #Quarantine #lockdownextension #lockdown #stockpiling  #ToiletRoll #SocialDistancing #BorisJohnsonMustgo 3,"['SocialDistancing', 'Dominicummimgs', 'covid19', 'coronavirus']",2021-07-02 22:29:11
46,scarletmonahan,United Kingdom,24063,295453,125817,2,Alan 4 Things you must never do. https://t.co/19rWVd25Vw #SocialDistancing #Dominicummimgs #covid19 #coronavirus #animation #animated #Quarantine #lockdownextension #lockdown # #SocialistSunday #Socialist #BorisTheLiar 11,"['SocialDistancing', 'Dominicummimgs', 'covid19', 'coronavirus']",2021-07-02 22:28:53
47,mindgomes,Chicago (et en cavale),225,748,22655,1,"“Even with strict contract tracing, Australia has recorded cases with no identifiable link to a known infection, says CNN.”
https://t.co/63B6CdaLTJ
Virus gonna virus",[],2021-07-02 22:26:57
48,GCobber99,Bendigo,3835,8424,333526,6,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow without slowing down. #9News

https://t.co/QOdsyEBsTz",[],2021-07-02 22:26:35
49,kcarruthers,Somewhere,18286,22631,30545,6,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow without slowing down. #9News

https://t.co/QOdsyEBsTz",[],2021-07-02 22:24:58
50,guardianscience,London,2169,1113798,42993,1,Australia Covid live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/ncmEuh6UUM,[],2021-07-02 22:24:04
51,girl_lockdown,"Melbourne, Victoria",2237,1061,18842,282,"Reported yesterday: 0 new local cases and 0 new cases acquired overseas. 
- 19,623 vaccine doses were administered 
- 24,247 test results were received. 
More later: https://t.co/2vKbgKHFvv

#COVID19Vic #COVID19VicData https://t.co/LWERsj0cSg",[],2021-07-02 22:16:32
52,guardian,London,1073,9773752,684930,5,Australia Covid live update: new Sydney exposure sites as Brisbane in extended lockdown https://t.co/Q5Dts5DjCs,[],2021-07-02 22:14:58
53,rubydia60,palm trees.lost shaker of salt,4997,696,58313,583,Australia's biggest city heading into two-week hard lockdown to contain Delta coronavirus outbreak https://t.co/bHqCxt5Gqr,[],2021-07-02 22:13:46
54,Bitesizewn,News ,1912,803,150905,0,Lockdown extension fears as cases rise https://t.co/x2XxoVFksH,[],2021-07-02 22:10:38
55,drikungkagyu,"Somerset, United Kingdom",352,1047,53394,0,#Australianews #Coronavirus Australia Covid live update: new Sydney exposure sites as Brisbane in extended lockdown https://t.co/1taIXdcCoY,"['Australianews', 'Coronavirus']",2021-07-02 22:09:34
56,drikungkagyu,"Somerset, United Kingdom",352,1047,53394,0,#Australianews #Coronavirus Australia Covid live update: dozens of new Sydney exposure sites as Brisbane in extended lockdown https://t.co/XaFw6xhVrO,"['Australianews', 'Coronavirus']",2021-07-02 22:09:33
57,Qldaah,Tanah Merah. Yuggera country. ,10961,19126,434448,2,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow without slowing down. #9News

https://t.co/C7JMWxjnk9",[],2021-07-02 22:03:09
58,GuardianAus,Australia,164,296614,261958,0,Australia Covid live update: new Sydney exposure sites as Brisbane in extended lockdown https://t.co/1eKctadZLx,[],2021-07-02 22:02:41
59,Gurney,"Breda, NL",258,227,25475,13,"Medische a-part-heid 😡
https://t.co/lNaJ9KEI0H (via @NUnl)",[],2021-07-02 22:01:11
60,Fahmibinhassan,Shah Alam,749,10744,11683,28,"Again, what the minister Azmin Ali quoted from WHO is misleading and misconstrued, similarly like how former US president Donald Trump quoted Dr. David Nabarro of the WHO. 

Here are the examples of other fact-checks:
- https://t.co/UFVdCxjx4L
- https://t.co/Sc0NJxPibp",[],2021-07-02 22:00:35
61,ElainePerrigot,"La Dorée, France",5001,4254,88094,29,"""Their report claims that both forces wrongly applied coronavirus lockdown laws and ""failed to understand their legal duties in respect of protest""."" https://t.co/BMhReyMOXY",[],2021-07-02 21:56:46
62,kmhunt2014,"Bundarra, New South Wales",662,288,4447,13,"NSW Health authorities are pleading for people to stay home this weekend as the current COVID-19 wave gripping Sydney continues to grow without slowing down. #9News

https://t.co/1iRUFsEbGl",[],2021-07-02 21:54:03
63,budisi21061999,Indonesia ,3673,1575,28995,114,JUST IN: Russian authorities say lockdown has not been discussed as an option amid rising coronavirus case and death numbers,[],2021-07-02 21:53:09
64,adriaankeij,Ochten NL,469,343,22660,13,"Medische a-part-heid 😡
https://t.co/lNaJ9KEI0H (via @NUnl)",[],2021-07-02 21:51:07
65,HerbertSchuber2,Green Hills of Ireland ,3444,3499,103605,33,"Germans who are vaccinated against Covid will not have to go into full lockdown again, the country's health minister has said.
https://t.co/iDjpykYzCU",[],2021-07-02 21:46:17
66,baphometx,Athens - Greece,174,5670,613569,5,"In Greece, businesses were hoping to reach 8 billion euros in revenue. Then they lowered that target to 6 billion. 

Now, they’re hoping for at least 5 and a half — as long as the new coronavirus variants don't spoil their plans. https://t.co/pekAo1OTw3",[],2021-07-02 21:45:04
67,REALmillerfinch,Atlanta/New York USA,4625,4551,104777,0,"What is the #deltavariant? The fast-spreading Covid-19 mutation in the US, explained.  https://t.co/e7XtGwcTgO",['deltavariant'],2021-07-02 21:44:50
68,PauIRob,In Lincoln Green..,87,245,46385,0,"He did then..

 #skypapers #COVID19 #coronavirus #lockdown https://t.co/bpICWzylU8","['skypapers', 'COVID19', 'coronavirus', 'lockdown']",2021-07-02 21:44:49
70,jeremy_hume,Oxford,730,4514,226413,0,@wyeipad @LBC France entered a third national lockdown on April 3rd. One month later they were still recording tens of thousands of coronavirus cases a day. The UK Covid restrictions will not eradicate the virus. How many more lockdowns do we have to endure before people say enough is enough?,[],2021-07-02 21:39:21
71,MountainAsh2020,Cork,657,815,69105,33,"Germans who are vaccinated against Covid will not have to go into full lockdown again, the country's health minister has said.
https://t.co/iDjpykYzCU",[],2021-07-02 21:37:42
