Date,Methods,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,V1_Vaccine Prioritisation (summary),V2_Vaccine Availability (summary),V3_Vaccine Financial Support (summary)
1/10/2020,0,S,U,S,U,S,S,L,S,S,S,L,S,S,S,U,S,S,S,S,S,S,S,U
4/10/2020,0,S,U,S,U,S,S,S,S,S,S,L,S,S,S,U,S,S,S,S,S,S,S,S
7/10/2020,0,S,U,S,U,S,S,S,S,S,S,L,S,S,S,U,S,S,S,S,S,S,S,S
29/10/2020,0,S,U,S,S,L,L,S,L,U,S,L,S,L,L,U,S,L,S,U,S,U,L,S
29/11/2020,0,S,U,S,S,L,L,S,L,U,U,L,S,L,L,U,S,S,L,U,S,S,L,L
1/12/2020,0,S,U,S,S,L,L,S,L,U,U,L,S,L,L,U,U,L,L,U,S,U,L,S
2/12/2020,0,S,U,S,S,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
3/12/2020,0,S,U,S,U,L,L,S,L,U,U,L,S,L,L,U,S,L,S,U,S,U,L,S
18/12/2020,0,S,U,S,U,L,L,S,L,U,U,L,S,L,L,U,U,L,S,U,S,U,L,S
27/12/2020,0,S,U,L,U,L,L,S,L,U,U,L,S,L,L,U,S,L,S,U,S,U,L,U
28/12/2020,0,S,U,L,U,L,L,S,L,U,U,L,S,L,L,U,S,L,S,U,S,U,L,U
30/12/2020,0,S,U,L,U,L,L,S,L,U,U,L,S,L,L,U,S,L,S,U,S,U,L,U
31/12/2020,0,S,U,L,U,L,L,S,L,U,U,L,S,L,L,U,S,L,S,U,S,U,L,U
18/1/2021,0,S,U,S,U,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
19/1/2021,0,S,U,S,U,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
21/1/2021,0,S,U,S,U,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
22/1/2021,0,S,U,S,U,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
23/1/2021,0,S,U,S,U,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
24/1/2021,0,S,U,S,U,L,L,S,L,U,S,L,S,L,L,U,U,L,S,U,S,U,L,S
25/1/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
26/1/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
27/1/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
29/1/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
30/1/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
5/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
7/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
8/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
9/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
11/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
15/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,L,U,S,S,S,U,S,S,L,S
17/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,L,U,S,S,S,U,S,S,L,S
18/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,L,U,S,S,S,U,S,S,L,S
19/2/2021,0,S,U,S,S,S,L,S,S,S,S,L,S,L,S,U,S,S,S,U,S,S,L,S
20/2/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,U,S,S,L,S
21/2/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,S,S,S,L,S
22/2/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,S,S,S,S,S
23/2/2021,0,S,U,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,S,S,S,S,S
24/2/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,S,S,S,S,S
5/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
7/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
8/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
9/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
10/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
11/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
13/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
14/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
15/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,U,S,S,S,S
16/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,U,S,S,S,U,S,S,L,S
17/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,U,S,S,S,S
21/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
24/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
25/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
26/3/2021,0,S,S,S,S,S,S,S,S,S,S,L,S,S,S,S,S,S,S,S,S,S,S,S
3/4/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
5/4/2021,0,S,S,S,S,S,L,S,S,S,S,L,S,S,S,S,S,S,S,U,S,S,S,S
7/4/2021,0,S,S,S,S,S,L,S,S,S,L,S,S,S,S,S,S,S,S,U,S,S,S,S
9/4/2021,0,S,S,S,S,U,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,S,S,S
20/4/2021,0,S,L,S,S,U,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,S,S,S
22/4/2021,0,S,L,S,S,U,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,S,S,S
23/4/2021,0,S,L,S,S,U,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,S,S,S
26/4/2021,0,S,S,S,S,U,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,S,S,S
28/4/2021,0,S,S,S,S,S,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,L,S,S
29/4/2021,0,S,S,S,S,S,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,L,S,S
30/4/2021,0,S,S,S,S,S,L,S,S,S,L,S,S,U,S,S,S,S,S,U,S,L,S,S
1/5/2021,0,S,S,S,S,S,L,S,S,L,L,S,S,U,S,S,S,S,S,U,S,L,S,S
7/5/2021,0,S,S,S,S,S,L,S,S,L,L,S,S,U,U,U,S,S,S,U,S,L,S,S
9/5/2021,0,S,S,S,S,S,L,S,S,L,L,S,S,U,S,U,S,S,S,U,S,S,S,S
10/5/2021,0,S,S,S,S,S,L,S,S,L,L,S,S,U,S,S,S,S,S,U,S,S,S,S
11/5/2021,0,S,S,S,S,S,L,S,S,L,L,S,S,S,S,S,S,S,S,U,S,S,S,S
12/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
16/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
22/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
23/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25/5/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
30/5/2021,0,S,S,S,S,S,L,S,S,S,L,S,S,S,S,U,S,S,S,U,S,S,S,S
2/6/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
3/6/2021,0,S,S,S,S,L,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
5/6/2021,0,S,S,S,S,S,S,L,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
7/6/2021,0,S,S,S,S,L,S,L,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
9/6/2021,0,S,S,S,S,L,S,L,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
11/6/2021,0,S,S,S,S,L,S,L,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
13/6/2021,0,S,S,S,S,L,S,L,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
15/6/2021,0,S,S,S,S,L,S,L,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S
17/6/2021,0,S,U,S,U,S,S,L,S,L,S,S,S,S,S,U,S,S,S,S,S,S,S,S
18/6/2021,0,S,U,S,U,S,S,L,S,L,S,S,S,S,S,U,S,S,S,S,S,S,S,S
19/6/2021,0,S,U,S,U,S,S,L,S,L,S,S,S,S,S,S,S,S,S,S,S,S,S,U
20/6/2021,0,S,U,S,U,S,S,L,S,L,S,S,S,S,S,S,S,S,S,S,S,S,S,U
21/6/2021,0,S,U,S,U,S,S,L,S,L,S,S,S,S,S,S,S,S,S,S,S,S,S,U
23/6/2021,0,S,U,S,U,S,S,L,S,L,S,S,S,S,S,S,S,S,S,S,S,S,S,U
25/6/2021,0,L,S,S,U,S,S,L,S,L,S,S,S,S,S,S,S,S,S,S,S,S,S,S
29/6/2021,0,S,S,S,U,S,S,L,S,L,S,S,S,S,S,S,S,S,S,S,S,S,S,S
6/7/2021,0,L,S,S,U,U,S,L,S,L,S,L,S,U,S,U,S,L,U,S,S,S,S,U
7/7/2021,0,L,S,S,U,U,S,L,S,L,S,L,S,U,S,U,S,L,U,S,S,S,S,U
8/7/2021,0,L,S,S,U,U,S,L,S,L,S,L,S,U,S,U,S,L,U,S,S,S,S,U
