Date,Methods,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,V1_Vaccine Prioritisation (summary),V2_Vaccine Availability (summary),V3_Vaccine Financial Support (summary)
21/11/2020,0,S,U,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
22/11/2020,0,S,U,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
2/12/2020,0,S,U,S,U,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
3/12/2020,0,S,U,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
4/12/2020,0,S,U,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
10/12/2020,0,S,U,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
17/12/2020,0,S,U,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
19/12/2020,0,S,U,S,U,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
20/12/2020,0,S,U,S,U,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
28/12/2020,0,S,U,S,U,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
29/12/2020,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
30/12/2020,0,U,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
6/1/2021,0,S,S,S,L,S,S,L,U,U,S,L,S,S,S,S,S,S,S,U,S,S,S,S
8/1/2021,0,S,S,S,S,S,S,S,U,U,S,L,S,S,S,S,S,S,S,U,S,S,S,S
3/2/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
4/2/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
5/2/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
6/2/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
7/2/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
9/2/2021,0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13/2/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
15/2/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
16/2/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S
19/2/2021,0,S,U,S,S,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
20/2/2021,0,S,U,S,S,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
21/2/2021,0,S,U,S,S,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
22/2/2021,0,S,U,S,U,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
23/2/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
24/2/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
25/2/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
27/2/2021,0,S,U,S,S,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
5/3/2021,0,S,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
6/3/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
7/3/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
10/3/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
11/3/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
12/3/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
13/3/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
16/3/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
18/3/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
19/3/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
20/3/2021,0,S,U,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
22/3/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
27/3/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
28/3/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
29/3/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
30/3/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
2/4/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
4/4/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
5/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
6/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
7/4/2021,0,S,S,S,S,S,S,U,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
8/4/2021,0,S,S,S,S,S,S,U,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
9/4/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,S,S,S,S,S
10/4/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
16/4/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,S,S,S,S,S
17/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S
18/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
19/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S
20/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S
23/4/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
24/4/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
27/4/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S
30/4/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
1/5/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
7/5/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
8/5/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
10/5/2021,0,S,U,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
11/5/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
13/5/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
14/5/2021,0,S,S,S,S,S,S,S,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
22/5/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
23/5/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
24/5/2021,0,S,U,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
25/5/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
27/5/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
28/5/2021,0,S,S,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
7/6/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
8/6/2021,0,S,U,S,S,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
10/6/2021,0,U,U,S,U,S,S,U,L,L,U,U,S,U,S,S,S,S,S,L,S,S,S,S
11/6/2021,0,U,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
16/6/2021,0,U,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
19/6/2021,0,U,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
22/6/2021,0,S,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
30/6/2021,0,U,U,S,U,S,S,U,L,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
26/7/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
3/8/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
18/8/2021,0,S,U,S,U,S,S,U,S,L,S,U,S,S,S,S,S,S,S,L,S,S,S,S
20/8/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,L,S,S,S,S
22/8/2021,0,S,S,S,S,S,S,S,S,S,S,U,S,S,S,S,S,S,S,S,S,S,S,S
