,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,Enlighten4Facts,Gauteng,172,98,2565,0,"@Julius_S_Malema 6.
26 March 2020, South Africa was placed under Hard Level 5 Lockdown to flatten the curve!

🤔24 June 2020,  First Trials of Oxford ChAdOx1 nCoV-19 vaxxx started..Now with these 2 dates, how long did it take for the first Cov' vaxxx to be Trialled in SA!

Speed of lightning hey?",[],2021-07-05 00:06:26
1,GraffitiExpert,Queensland,863,959,124947,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda, since May 2021, Australia has cranked up dodgy testing, thus conjuring up ""cases"" to justify lockdown, masks, mandatory check ins and psychological manipulation for experimental injection. https://t.co/4m9Q7ExfIF",[],2021-07-04 02:15:54
2,GraffitiExpert,Queensland,863,959,124947,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda"", since May 2021, Australia has cranked up its dodgy testing, predictably conjuring up ""cases"" to justify lockdown, masks and mandatory check ins - first in Victoria, now in Queensland and NSW https://t.co/bNbPukrzV9",[],2021-07-03 04:28:05
3,GraffitiExpert,Queensland,863,959,124947,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda"", since May 2021, Australia has cranked up its dodgy testing, predictably conjuring up ""cases"" to justify lockdown, masks and mandatory check ins - first in Victoria, now in Queensland and NSW https://t.co/kbPjjElPlc",[],2021-07-02 05:12:46
4,nelsxl,"Auckland Central, Auckland",1107,495,13078,2,"Great to see @WHO including our research on lockdown, motherhood and home-schooling on their database @nelsxl  https://t.co/LRWTutrMeC https://t.co/3NdobiVWOR",[],2021-07-02 01:07:00
5,sharyndavies,Aotearoa,2938,1409,1327,2,"Great to see @WHO including our research on lockdown, motherhood and home-schooling on their database @nelsxl  https://t.co/LRWTutrMeC https://t.co/3NdobiVWOR",[],2021-07-02 01:03:56
6,astronotmars,deket mamang batagor,231,201,37632,2,"Although small, we are happy that our systematic review  https://t.co/LoHT8A0qpW on lockdown and testing strategy can contribute to this @WHO 
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities interim guidance.
https://t.co/8JAV316Nas https://t.co/5pv0J0FQPq",[],2021-07-01 11:10:59
7,gwangge,"Jakarta, Indonesia",658,357,5006,2,"Although small, we are happy that our systematic review  https://t.co/LoHT8A0qpW on lockdown and testing strategy can contribute to this @WHO 
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities interim guidance.
https://t.co/8JAV316Nas https://t.co/5pv0J0FQPq",[],2021-07-01 08:43:51
8,QldFarmers,"Queensland, Australia",1678,8345,7027,0,"A 3-day lockdown for South East Queensland, Townsville (including Magnetic Island) and Palm Island is now in effect. Workers travelling interstate are advised to first check travel restrictions: https://t.co/daCAhS6thl. Find further updates: https://t.co/EORxIKHQnP. https://t.co/QxePRQBfWJ",[],2021-06-30 01:00:05
9,basso2011,West of the East,1358,708,7207,81,"Just in case there is anyone still in doubt, here is an overview of the reasons why we should never lockdown again #coronavirus #COVID19 #NoLockdown https://t.co/IcmEm8MraY",[],2021-07-05 23:59:48
10,RovettiTia,"Colorado, USA",131,35,1299,2,"🚨INFORMATIVE READ🚨
https://t.co/Vltf0iwvBg 

      ☠️💉SHOCKING💉☠️
#Nuremberg2021 #mRNA #Disgraceful #coronavirus #vaccines #vaccineSideEffects #BigPharma #accountability #gainoffunction #RT #LockDown #pandemic #Politics #TheGreatReset #SARSCoV2 #America #Fauci #DNA #3rdWave https://t.co/t9Q0IAHouE","['Nuremberg2021', 'mRNA', 'Disgraceful', 'coronavirus', 'vaccines']",2021-07-05 23:58:47
11,NinsRai,london,538,351,7205,307,"This isn’t over until the Coronavirus Act is repealed.

All the time that this ‘enabling act’ is in place, there is no liberty, only temporary permission, and we can be plunged back into lockdown at a moments notice.",[],2021-07-05 23:56:14
12,NaviBeethe43rd,"Sydney, New South Wales",814,751,80545,1,‘Lockdown lite’: The loopholes hindering NSW’s COVID battle | The New Daily https://t.co/XrgD2TFz87,[],2021-07-05 23:56:12
13,MrSirUgly,Live anywhere haven't died yet,6041,5520,83222,1,‘Lockdown lite’: The loopholes hindering NSW’s COVID battle | The New Daily https://t.co/8wByH56TuG,[],2021-07-05 23:55:41
14,au_pis_aller,United Kingdom,2392,550,19417,0,"Newspaper headlines: Now or never, says PM, after lockdown ending 'gamble' https://t.co/SgnFW4kO80

#Covid #Coronavirus","['Covid', 'Coronavirus']",2021-07-05 23:53:29
15,gld301218,On Cammeraygal land,1083,531,50061,0,‘Lockdown lite’: The loopholes hindering NSW’s COVID battle | The New Daily https://t.co/RY2NCie7TU,[],2021-07-05 23:52:58
16,thompsandrea,"Toronto, Ontario",241,81,577,72,"Time for a change in perspective. Normalcy is just around the corner. 

⁦@BogochIsaac⁩ ⁦@zchagla⁩ ⁦@kwadwo777⁩ ⁦@HeidiTworek⁩ ⁦@ianhanomansing⁩ ⁦@mishrash⁩ ⁦@jeremykobulnik⁩ ⁦@IDdocSSM⁩ ⁦@md_frost⁩  https://t.co/4IJaXBcxj2",[],2021-07-05 23:52:38
17,KCaldi1,"Mount Eliza, Melbourne",22,1,63,33,"#ALERT: A student from Rose Bay Public School in Sydney's eastern suburbs has tested positive to COVID-19.

All staff and students are being asked to self-isolate and await further advice.

MORE: https://t.co/49Lah9ekAj

#COVID19 #9News https://t.co/OVGjZuRfWx",['ALERT'],2021-07-05 23:51:21
18,abiexo_,All over the gaff,210,266,3225,64,"Boris Johnson confirms plans to ease majority of Covid restrictions in England on 19 July  

More here: https://t.co/bojw1IQR8r https://t.co/wQgX8CDoWH",[],2021-07-05 23:50:57
19,eoindalybsc,Ireland,2305,685,27616,6,Sydney Covid lockdown restrictions: NSW coronavirus rules explained https://t.co/1VNNxGoXNa,[],2021-07-05 23:50:30
20,PaintInWords,"Airstrip One, Oceana ",686,714,29293,307,"This isn’t over until the Coronavirus Act is repealed.

All the time that this ‘enabling act’ is in place, there is no liberty, only temporary permission, and we can be plunged back into lockdown at a moments notice.",[],2021-07-05 23:50:21
21,woollogirl,Woolloomooloo 2011,4651,6453,60290,6,Sydney Covid lockdown restrictions: NSW coronavirus rules explained https://t.co/1VNNxGoXNa,[],2021-07-05 23:49:15
22,nobby15,"Perth, Western Australia",3970,9759,1105682,1,‘Lockdown lite’: The loopholes hindering NSW’s COVID battle | The New Daily https://t.co/XrgD2TFz87,[],2021-07-05 23:47:42
23,scarletmonahan,United Kingdom,24063,295456,125816,3,Alan 4 Things you must never do. https://t.co/19rWVd25Vw #SocialDistancing #Dominicummimgs #covid19 #coronavirus #animation #animated #Quarantine #lockdownextension #lockdown # #SocialistSunday #Socialist #BorisTheLiar 12,"['SocialDistancing', 'Dominicummimgs', 'covid19', 'coronavirus', 'animation', 'animated', 'Quarantine', 'lockdownextension', 'lockdown', 'SocialistSunday', 'Socialist', 'BorisTheLiar']",2021-07-05 23:45:17
24,jhoppe47,Bendigo ,955,347,82436,36,"‘Lockdown lite’: The loopholes hindering NSW’s COVID battle | The New Daily https://t.co/XrdLESDJDZ
Silly ideology is undermining the NSW government’s half baked lockdown: A good summary in this report.",[],2021-07-05 23:44:53
25,wjf55,australia,631,513,19805,3,"A third staff member has tested positive to COVID-19 at the SummitCare aged care home at Baulkham Hills in Sydney’s north west.   Five residents at the centre also previously tested positive to the virus.  excerpt 
https://t.co/dhWK9rurcc cc @WgarNews",[],2021-07-05 23:44:14
26,BrandonKimara,"Kampala, Uganda",280,190,6472,23,Australia — once a COVID-19 success story — is back in lockdown. What went wrong?  https://t.co/xk7vDF2Bef,[],2021-07-05 23:43:27
27,meow_leader,Turks and Caicos Islands,4954,4334,156344,743,"LOCKDOWN CRACKDOWN

New video shows police in India beating people with sticks,slapping them 'n forcing calisthenics for allegedly violating the newly-enacted nationwide lockdown as the nations tries to beat back the coronavirus pandemic through social distancing.

#COVID2019 https://t.co/lcuWeLI9Yi",[],2021-07-05 23:42:15
28,olgamc30,"Arequipa, Peru",473,572,148687,4,"Qld Covid lockdown restrictions: update to Brisbane, south-east Queensland and Townsville coronavirus rules explained https://t.co/ATOE7Uepuw",[],2021-07-05 23:42:11
29,rosepoet,Brighton,142,429,92670,1,"@DMinghella It will be worse because we are relaxing lockdown. We do this when cases are low and going down, not when rapidly rising. Logic of Pepsi Trump, we enter winter with high number of cases. #covid19 #coronavirus #PepsiTrump",[],2021-07-05 23:41:40
30,Geniusguy10,Ireland,354,1068,26836,9,"“For a lockdown to be successful, we really need to see the number of notified cases that are out in the community down to zero”
Is there such a thing as, successful lockdown &amp; is this the plan every time you guys go into a lockdown that 0 is the unlocking
https://t.co/iQSJsxZjPa",[],2021-07-05 23:40:41
31,JWongGlobalNews,"Edmonton, Alberta",2109,10658,29243,0,The news we so desperately want to hear: https://t.co/g7SFiZLdbV,[],2021-07-05 23:39:18
32,herubadala,Indonesia,1400,943,49363,743,"LOCKDOWN CRACKDOWN

New video shows police in India beating people with sticks,slapping them 'n forcing calisthenics for allegedly violating the newly-enacted nationwide lockdown as the nations tries to beat back the coronavirus pandemic through social distancing.

#COVID2019 https://t.co/lcuWeLI9Yi",[],2021-07-05 23:38:49
33,NZThePartysOver,New Zealand,278,1480,1671,0,"Of course govt overstepped. It is a global problem of overreaching by political leaders who appear to answer to the elite few and not their electorates. Will judicial authorities likewise play along with the charade or actually apply the law?
https://t.co/g68UeitCcH",[],2021-07-05 23:38:20
34,9NewsAUS,Australia,234,641622,318146,3,"COMING UP: QLD Premier Annastacia Palaszczuk will provide a COVID-19 update at 10am.

Watch LIVE on Channel 9 and online: https://t.co/SWBf4s5g90

#COVID19 #9News https://t.co/uTdKMcapcH",[],2021-07-05 23:37:41
35,polyxena,Melbourne,2087,845,57209,0,‘Lockdown lite’: The loopholes making it hard for NSW to conquer COVID https://t.co/8ok1Y4yhWe,[],2021-07-05 23:37:16
36,masashiva2,大阪市,504,338,12347,126,"Bangladesh reports 9,964 new coronavirus cases, the biggest one-day increase so far, and a record 164 new deaths. Nationwide lockdown extended",[],2021-07-05 23:36:21
37,jenp6,On Gaibul/Jarrowair country.,167,468,50784,36,"‘Lockdown lite’: The loopholes hindering NSW’s COVID battle | The New Daily https://t.co/XrdLESDJDZ
Silly ideology is undermining the NSW government’s half baked lockdown: A good summary in this report.",[],2021-07-05 23:32:53
38,JSeljakovic,Švabistan,722,223,4441,9,"“For a lockdown to be successful, we really need to see the number of notified cases that are out in the community down to zero”
Is there such a thing as, successful lockdown &amp; is this the plan every time you guys go into a lockdown that 0 is the unlocking
https://t.co/iQSJsxZjPa",[],2021-07-05 23:32:50
39,BizStationInc,"WA, QLD, NT",1834,1323,2201,0,"New post-lockdown restrictions for Perth and Peel explained, including masks, weddings and fitness classes https://t.co/bSbblq1lDt #wabiz #smallbusiness","['wabiz', 'smallbusiness']",2021-07-05 23:32:38
40,scarletmonahan,United Kingdom,24063,295456,125816,2,Alan 4 Things you must never do. https://t.co/19rWVd25Vw #SocialDistancing #Dominicummimgs #covid19 #coronavirus #animation #animated #Quarantine #lockdownextension #lockdown # #SocialistSunday #Socialist #BorisTheLiar 10,"['SocialDistancing', 'Dominicummimgs', 'covid19', 'coronavirus', 'animation', 'animated', 'Quarantine', 'lockdownextension', 'lockdown', 'SocialistSunday', 'Socialist', 'BorisTheLiar']",2021-07-05 23:32:14
42,Rambo5,Planet Earth,5001,343,76241,3,"Qld Covid lockdown restrictions: update to Brisbane, south-east Queensland and Townsville coronavirus rules explained https://t.co/nEIMNgkRzf",[],2021-07-05 23:31:30
43,9NewsGoldCoast,"Surfers Paradise, Gold Coast",485,40263,155472,3,"COMING UP: QLD Premier Annastacia Palaszczuk will provide a COVID-19 update at 10am.

Watch LIVE on Channel 9 and online: https://t.co/SWBf4s5g90

#COVID19 #9News https://t.co/uTdKMcapcH",[],2021-07-05 23:27:22
44,9NewsQueensland,"Brisbane, Australia",7341,141219,285629,3,"COMING UP: QLD Premier Annastacia Palaszczuk will provide a COVID-19 update at 10am.

Watch LIVE on Channel 9 and online: https://t.co/SWBf4s5g90

#COVID19 #9News https://t.co/uTdKMcapcH","['COVID19', '9News']",2021-07-05 23:26:56
45,bobbyv576,"Reading, PA",29,9,2902,126,"Bangladesh reports 9,964 new coronavirus cases, the biggest one-day increase so far, and a record 164 new deaths. Nationwide lockdown extended",[],2021-07-05 23:26:45
46,Lisapunkazfck,Wurundjeri Country,254,257,34379,3,Sydney Covid lockdown restrictions: NSW coronavirus rules explained https://t.co/J6jqnYe7hH,[],2021-07-05 23:26:04
47,IsingiroNorth,ISINGIRO,1380,1715,14186,23,Australia — once a COVID-19 success story — is back in lockdown. What went wrong?  https://t.co/xk7vDF2Bef,[],2021-07-05 23:24:58
48,jvick88,"Toronto, Ontario",184,42,174,72,"Time for a change in perspective. Normalcy is just around the corner. 

⁦@BogochIsaac⁩ ⁦@zchagla⁩ ⁦@kwadwo777⁩ ⁦@HeidiTworek⁩ ⁦@ianhanomansing⁩ ⁦@mishrash⁩ ⁦@jeremykobulnik⁩ ⁦@IDdocSSM⁩ ⁦@md_frost⁩  https://t.co/4IJaXBcxj2",[],2021-07-05 23:24:47
49,nobby15,"Perth, Western Australia",3970,9759,1105683,0,COVID live updates: Regional people tip off police about rule breakers fleeing Sydney's lockdown https://t.co/E7nj34yx9m,[],2021-07-05 23:20:50
