,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,trevortombe,"Calgary, Alberta",5193,31298,68933,2,"Dose projections are informative, but effective protection is lower than the share with a shot. One dose is less effective than two, plus effects lag and are uncertain. Roughly, current ""coverage"" is ~35-61%

Useful research summary: https://t.co/UcrIXgelhp https://t.co/HSoPSVi5Ky",[],2021-06-30 23:58:12
1,ValsMyGal4FL,Florida,356,10,129,89,"One dose of an mRNA #COVID19 vaccine may offer some protection, but two doses are needed for a better immune response. Get a COVID-19 vaccine as soon as you can. If you get an mRNA vaccine, be sure to get both doses. More: https://t.co/FJMon7WlFO. https://t.co/uRrCafGYsh",['COVID19'],2021-06-30 23:34:12
2,JaymeeShell,"Waterloo, Ontario",810,597,4265,9,"#vaccineswork 
Impact of #vaccinations from #vaccine uptake report to June 26, Public Health Ontario. 
- 27,540 adult cases prevented
- 2,290 hospitalizations or deaths prevented among 70+
https://t.co/whCvslxfph https://t.co/8bHYdmlMvJ","['vaccineswork', 'vaccinations', 'vaccine']",2021-06-30 23:33:41
3,Billius27,Niagara Ontario,1201,20954,50232,9,"#vaccineswork 
Impact of #vaccinations from #vaccine uptake report to June 26, Public Health Ontario. 
- 27,540 adult cases prevented
- 2,290 hospitalizations or deaths prevented among 70+
https://t.co/whCvslxfph https://t.co/8bHYdmlMvJ","['vaccineswork', 'vaccinations', 'vaccine']",2021-06-30 23:33:17
4,LL3D,ATL,674,85,5715,0,"@SheilaH40390650 @dcherring “Covid-19 vaccines also help keep you from getting seriously ill even if you do get Covid-19.”

https://t.co/pxlIGk7Bf6",[],2021-06-30 23:31:51
5,LACareHealth,Los Angeles,825,3724,7066,1,"If your COVID-19 vaccine has two doses, putting both appointments on your calendar may help you remember to get both shots. Learn more about making the choice to get vaccinated. https://t.co/7hFwtqfpA6 https://t.co/O2gInm1cFv",[],2021-06-30 23:25:48
6,rballergy,"West Nyack, NY",18,8,28,89,"One dose of an mRNA #COVID19 vaccine may offer some protection, but two doses are needed for a better immune response. Get a COVID-19 vaccine as soon as you can. If you get an mRNA vaccine, be sure to get both doses. More: https://t.co/FJMon7WlFO. https://t.co/uRrCafGYsh",['COVID19'],2021-06-30 23:17:02
7,wadakashiho,JAPAN,5104,5870,714113,89,"One dose of an mRNA #COVID19 vaccine may offer some protection, but two doses are needed for a better immune response. Get a COVID-19 vaccine as soon as you can. If you get an mRNA vaccine, be sure to get both doses. More: https://t.co/FJMon7WlFO. https://t.co/uRrCafGYsh",['COVID19'],2021-06-30 23:16:20
8,wadakashiho,JAPAN,5104,5870,714113,42,#HCPs: Take advantage of the 15-minute post-vaccination observation period to encourage parents to register their adolescent children for v-safe so they can report side effects from a #COVID19 vaccine &amp; get reminders if a 2nd dose is needed. Learn more: https://t.co/S4ZmF2foa9. https://t.co/wHxzn1BtwT,['HCPs'],2021-06-30 23:14:05
9,obsurfer84,grantabridge,460,262,25827,0,"#covidvaccinedeaths  SE https://t.co/hWoA43Wl12 intravenous injection of oxford vaccine is culprit of side effects ( aspiration-check pre injection is required)

https://t.co/ucxJrFBbLj
Thrombocytopenia +splenic platelet dir. immune rsp.  IV ChAdOx1 nCov-19 administration",['covidvaccinedeaths'],2021-06-30 23:08:53
