,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,bozena_kania,"Venice, FL",546,584,82538,92,"WHO finally agrees with IPAK, almost.  Indiscriminate PCR testing of asymptomatic individuals is not warranted.  In reality, it's harmful, as it leads to a Sisyphean task, and could lead to the destruction of Western civilization.  https://t.co/8yPY2yU0iM @BretWeinstein https://t.co/SL9vaKRq5J",[],2021-06-30 23:53:55
1,Anna33562646,Heidelberg/Dortmund/Hongkong,380,215,4419,4,"WHO Recommendations for national SARS-CoV-2 testing strategies [...] (25 June 21):

""Widespread screening of asymptomatic individuals is not a currently recommended strategy [...].""

But hey, let's keep on testing school kids. 🙄

https://t.co/QpxXte4G6k",[],2021-06-30 22:48:54
2,Undreadpirater1,Canada,130,22,2556,92,"WHO finally agrees with IPAK, almost.  Indiscriminate PCR testing of asymptomatic individuals is not warranted.  In reality, it's harmful, as it leads to a Sisyphean task, and could lead to the destruction of Western civilization.  https://t.co/8yPY2yU0iM @BretWeinstein https://t.co/SL9vaKRq5J",[],2021-06-30 22:39:37
3,PeacefulConserv,"Johnson City, TN",18830,17240,112915,7,"LOL: WHO recommends against random PCR testing of asymptomatic people
https://t.co/WFCW83UU1e",[],2021-06-30 21:53:34
4,iflymia,"Miami, Florida",2266,60937,29426,0,"@juanjosorno Hi, you can find that information here: https://t.co/RcG4KpsZqu.",[],2021-06-30 20:52:37
5,ANormal67,United States,334,37,749,92,"WHO finally agrees with IPAK, almost.  Indiscriminate PCR testing of asymptomatic individuals is not warranted.  In reality, it's harmful, as it leads to a Sisyphean task, and could lead to the destruction of Western civilization.  https://t.co/8yPY2yU0iM @BretWeinstein https://t.co/SL9vaKRq5J",[],2021-06-30 19:29:42
6,Krakan_G,Deplora Bora,2391,1425,14131,0,"#WHO: Nutzen von Massentests asymptomatischer Personen kann nicht belegt werden.

""Widespread screening of asymptomatic individuals is not a currently recommended strategy due to ... the lack of data on its operational effectiveness.""

https://t.co/8zO7LCCsmw

via @Hausfrau4ever",['WHO'],2021-06-30 19:25:12
7,Sir_Mett_A_Lot,Neuland,390,110,4764,0,"“Widespread screening of asymptomatic individuals is not a currently recommended strategy due to the significant costs
associated with it and the lack of data on its operational effectiveness. “

https://t.co/U71ATmhLJT https://t.co/dOLbGfR1Np",[],2021-06-30 19:04:03
8,Dustinpenner25,Its all in the Timeline ,2145,73508,18603,7,"LOL: WHO recommends against random PCR testing of asymptomatic people
https://t.co/WFCW83UU1e",[],2021-06-30 19:00:12
9,rich1mages,"Durban, South Africa",259,110,4566,92,"WHO finally agrees with IPAK, almost.  Indiscriminate PCR testing of asymptomatic individuals is not warranted.  In reality, it's harmful, as it leads to a Sisyphean task, and could lead to the destruction of Western civilization.  https://t.co/8yPY2yU0iM @BretWeinstein https://t.co/SL9vaKRq5J",[],2021-06-30 18:48:33
10,MatteaMerta,God's Earth,1193,11045,15909,7,"LOL: WHO recommends against random PCR testing of asymptomatic people
https://t.co/WFCW83UU1e",[],2021-06-30 18:40:54
11,JonathanCRiley,United Kingdom,8099,17446,55155,36,"For anyone still not clear on schools testing kids  
""Settings should not make it a requirement to have been tested in order to attend their setting. Testing is voluntary""

https://t.co/U0PbGN53e7

You DO NOT and never have had to, get your child tested for school",[],2021-06-30 23:59:44
12,ZiadFazel,"Calgary, Alberta",930,1974,91826,1,"@mandajbr @jvipondmd @GosiaGasperoPhD @RajBhardwajMD @TehseenLadha @kwburak @shazmamithani @dupuisj @Lauren_Global @gabefabreau @caruzycki One of the key guidelines from Health Canada to other levels of government when considering easing measures is asymptomatic testing.

Not just ""available"" but ""Programs are in place to systematically screen asymptomatic individuals...""

https://t.co/cwNf2LesZ7 https://t.co/oEetkRlQun",[],2021-06-30 23:58:31
13,Littlejems3,"England, United Kingdom",412,641,21281,36,"For anyone still not clear on schools testing kids  
""Settings should not make it a requirement to have been tested in order to attend their setting. Testing is voluntary""

https://t.co/U0PbGN53e7

You DO NOT and never have had to, get your child tested for school",[],2021-06-30 23:58:04
14,PhlopAndy,Chicago ,574,173,2343,0,"When did they switch from shoving an industrial size Q-tip up your nose to actually testing for antibodies where they can track a variant? Sounds sketchy to me!
https://t.co/zsQdGmmjHl",[],2021-06-30 23:57:54
15,POFerriesFR8,"Dover, UK.",19,6345,250160,0,"Please use the link below to check you have all of the paperwork you need to cross the border between Great Britain and the EU in HGVs, and details on how to access COVID testing facilities;. https://t.co/iFxIaIMR6u",[],2021-06-30 23:50:01
16,nowawarekit,"Lowell, MA",4,12,2542,0,"Coronavirus cases and deaths in the U.S. have dropped to the lowest levels in nearly a year, but this isn't the time to get complacent. 

Stay safe with #NowAware: A quick and easy testing method that delivers an accurate diagnosis in just minutes. https://t.co/SjQNx8v0AJ",['NowAware'],2021-06-30 23:50:00
17,WendyPu01820112,Solihull,2473,621,17106,36,"For anyone still not clear on schools testing kids  
""Settings should not make it a requirement to have been tested in order to attend their setting. Testing is voluntary""

https://t.co/U0PbGN53e7

You DO NOT and never have had to, get your child tested for school",[],2021-06-30 23:47:41
18,crypto_t1,London England,583,226,840,36,"For anyone still not clear on schools testing kids  
""Settings should not make it a requirement to have been tested in order to attend their setting. Testing is voluntary""

https://t.co/U0PbGN53e7

You DO NOT and never have had to, get your child tested for school",[],2021-06-30 23:46:49
19,info_melcome,"Melbourne, Victoria",77,570,4438,9,"SA records no new coronavirus cases, but testing still ongoing https://t.co/IqjdeYcGdx",[],2021-06-30 23:45:40
20,PantheraSteven,"Stockport, UK",161,1292,32512,36,"For anyone still not clear on schools testing kids  
""Settings should not make it a requirement to have been tested in order to attend their setting. Testing is voluntary""

https://t.co/U0PbGN53e7

You DO NOT and never have had to, get your child tested for school",[],2021-06-30 23:39:11
21,wakeup1RCK198,England ,2141,643,2026,36,"For anyone still not clear on schools testing kids  
""Settings should not make it a requirement to have been tested in order to attend their setting. Testing is voluntary""

https://t.co/U0PbGN53e7

You DO NOT and never have had to, get your child tested for school",[],2021-06-30 23:38:27
22,opa1420,Australia,6400,5819,435814,0,"SA records no new coronavirus cases, but testing still ongoing https://t.co/ZIciyS13OB",[],2021-06-30 23:33:22
23,oraclebooker,"Leicester, England",338,604,47541,16,"🧪Mass testing is giving a skewed picture of the coronavirus pandemic, with community prevalence currently five times lower than when the country had similar case numbers last year https://t.co/YxmuwnQYiS",[],2021-06-30 23:31:01
24,redview1975,MANCHESTER/UK,1176,1113,90825,0,@LBC Funnily enough most of the symptoms resemble many other coronavirus and flu I'm sure testing is that accurate for them all even fruit shoots test positive maybe vaccinate every fruit just in case,[],2021-06-30 23:30:35
25,POferriesupdate,Dover,50,34211,243452,0,"Important: Since 04:00 on 15/01/21, it has been mandatory for all passengers travelling into the UK to have a pre-travel Covid-19 test., More info: https://t.co/d47yAbIV2I",[],2021-06-30 23:30:03
26,brunoearlscourt,London-UK,716,217,23269,220,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Get a test:

🌐 Visit https://t.co/QLFJij5HiC

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-06-30 23:23:25
27,fitay59,"Dundee, Scotland",2220,914,12046,16,"🧪Mass testing is giving a skewed picture of the coronavirus pandemic, with community prevalence currently five times lower than when the country had similar case numbers last year https://t.co/YxmuwnQYiS",[],2021-06-30 23:20:10
28,nickhebditch,Bicester,2257,2654,138614,1,Concerns over VIP lane for Covid testing contracts after ‘fast track’ email revealed | Coronavirus | The Guardian https://t.co/rji9K6tAOs,[],2021-06-30 23:18:15
29,wnswphn,"Dubbo, New South Wales",418,1207,1869,5,"For information about COVID-19 testing, case locations and vaccinations call:
•National coronavirus hotline: 1800 020 080
•Service NSW: 13 77 88
•Coronavirus Disability Information Helpline: 1800 643 787",[],2021-06-30 23:14:32
30,Leroy_Lynch,Melbourne,2589,3153,136476,2,"SA records no new coronavirus cases, but testing still ongoing https://t.co/qYzewWfJzP",[],2021-06-30 23:14:12
31,andronetta,"Bellingham, WA",4995,3178,44678,50,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 13 y.o. Ismail Mohamed Abdulwahab from Brixton #England was a healthy boy until he contracted COVID. He developed difficulty breathing and was intubated, but tragically passed away. He's survived by his parents and six siblings. #SoulsLostToCovid 28/40 https://t.co/Xuv5qN5CfC https://t.co/Ik8EWiJd9u",['England'],2021-06-30 23:13:17
32,Yahoo_MY,Malaysia,250,86444,44892,0,"""I believe it’s just too much of a coincidence that a worldwide pandemic caused by a novel bat coronavirus that cannot be found in nature started just a few miles away from a secretive laboratory doing potentially dangerous research on bat coronaviruses.""

https://t.co/VTspbCILUW",[],2021-06-30 23:12:00
33,NLeespeaking,UK,2340,2973,65060,16,"🧪Mass testing is giving a skewed picture of the coronavirus pandemic, with community prevalence currently five times lower than when the country had similar case numbers last year https://t.co/YxmuwnQYiS",[],2021-06-30 23:10:05
34,knoxious11,"Podunk,Michigan, USA",894,327,19102,0,@lottie57026481 It is my understanding that it has neither been sterilized nor isolated so I believe that when they are testing for positivity it is for any Coronavirus,[],2021-06-30 23:09:53
35,TimeCertainRace,Australia,3008,498,166183,9,"SA records no new coronavirus cases, but testing still ongoing https://t.co/IqjdeYcGdx",[],2021-06-30 23:02:59
36,bird_in_a_gale,UK,356,155,2134,16,"🧪Mass testing is giving a skewed picture of the coronavirus pandemic, with community prevalence currently five times lower than when the country had similar case numbers last year https://t.co/YxmuwnQYiS",[],2021-06-30 23:02:58
37,Qldaah,Tanah Merah. Yuggera country. ,10961,19126,434416,9,"SA records no new coronavirus cases, but testing still ongoing https://t.co/IqjdeYcGdx",[],2021-06-30 22:58:38
38,fayletom,Australia,1344,564,7877,5,"#BREAKING South Australia records no new coronavirus cases overnight, but testing still ongoing https://t.co/3CUgSFfpBe",['BREAKING'],2021-06-30 22:56:47
39,SueC00K,-,1034,22647,10526,16,"🧪Mass testing is giving a skewed picture of the coronavirus pandemic, with community prevalence currently five times lower than when the country had similar case numbers last year https://t.co/YxmuwnQYiS",[],2021-06-30 22:53:47
40,Telegraph,"London, UK",834,3058550,426657,16,"🧪Mass testing is giving a skewed picture of the coronavirus pandemic, with community prevalence currently five times lower than when the country had similar case numbers last year https://t.co/YxmuwnQYiS",[],2021-06-30 22:51:46
41,giddyupbill,Mostly found in Australia,663,1671,104975,9,"SA records no new coronavirus cases, but testing still ongoing https://t.co/IqjdeYcGdx",[],2021-06-30 22:50:29
42,abcnews,Australia,1193,1791301,325388,9,"SA records no new coronavirus cases, but testing still ongoing https://t.co/IqjdeYcGdx",[],2021-06-30 22:49:05
43,Szy_Sefton,UK,664,294,65178,0,Concerns over VIP lane for Covid testing contracts after ‘fast track’ email revealed | Coronavirus | The Guardian https://t.co/V7x42YkchO,[],2021-06-30 22:43:54
