,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,JanetDiazforPA,"Lancaster County, Pennsylvania",658,604,1368,0,If your planning to travel! COVID-19 and Your Health https://t.co/CgAQR9PZiV via @CDCgov,[],2021-07-07 22:26:00
1,Sean_P_Dillon,"Sarnia, ON & Clyde, MI",672,517,14182,4,Data like this supports the PIDAC interim guidance which recommends against asymptomatic testing in fully vaccinated and non-exposed individuals.  https://t.co/RyqVM0BuPa https://t.co/EuXrehGbno,[],2021-07-07 16:36:33
2,WAlfster,Toronto,364,440,14723,4,Data like this supports the PIDAC interim guidance which recommends against asymptomatic testing in fully vaccinated and non-exposed individuals.  https://t.co/RyqVM0BuPa https://t.co/EuXrehGbno,[],2021-07-07 15:20:42
3,DocDominik,"Hamilton, Ontario",101,3299,3596,4,Data like this supports the PIDAC interim guidance which recommends against asymptomatic testing in fully vaccinated and non-exposed individuals.  https://t.co/RyqVM0BuPa https://t.co/EuXrehGbno,[],2021-07-07 15:11:18
4,adunkman,"Washington, DC",597,985,11446,0,"@SarahJaneMorris If you’re flying, yes! All entries into the US require negative tests, regardless of nationality. https://t.co/x6kWd3041h",[],2021-07-07 13:40:04
5,trigorosa,Chile,4251,6577,639093,2,"#COVID19: @WHO has updated its guidance on testing strategies to account for a wider range of situations in countries, including the circulation of more transmissible variants, and the use of new tests. 

Read the updated guidance here: https://t.co/BFxmXl5tIV https://t.co/zWcDKgGXuI",['COVID19'],2021-07-07 13:22:46
6,fab_lefrancois,Switzerland,194,91,330,2,"#COVID19: @WHO has updated its guidance on testing strategies to account for a wider range of situations in countries, including the circulation of more transmissible variants, and the use of new tests. 

Read the updated guidance here: https://t.co/BFxmXl5tIV https://t.co/zWcDKgGXuI",['COVID19'],2021-07-07 11:57:16
7,UNITAID,Geneva,1346,16501,10527,2,"#COVID19: @WHO has updated its guidance on testing strategies to account for a wider range of situations in countries, including the circulation of more transmissible variants, and the use of new tests. 

Read the updated guidance here: https://t.co/BFxmXl5tIV https://t.co/zWcDKgGXuI",['COVID19'],2021-07-07 11:55:03
8,MrsKChas,🃏  🧐  🤡,1148,753,10801,4,"These recommendations go against fundamental biological principles.

The immunized population is participating in the experiment, need regular testing, and are the source of escape!

Interim Public Health Recommendations for Fully Vaccinated People | CDC https://t.co/iwAPzz1ECu",[],2021-07-07 11:13:01
9,spaceisace,south coast,601,611,45344,4,"These recommendations go against fundamental biological principles.

The immunized population is participating in the experiment, need regular testing, and are the source of escape!

Interim Public Health Recommendations for Fully Vaccinated People | CDC https://t.co/iwAPzz1ECu",[],2021-07-07 11:07:45
10,LNeuroscientist,Hidden cabin far Northwoods WI,436,432,6452,4,"These recommendations go against fundamental biological principles.

The immunized population is participating in the experiment, need regular testing, and are the source of escape!

Interim Public Health Recommendations for Fully Vaccinated People | CDC https://t.co/iwAPzz1ECu",[],2021-07-07 11:04:30
11,jjcouey,"Pittsburgh, PA 🇺🇸",474,1621,7379,4,"These recommendations go against fundamental biological principles.

The immunized population is participating in the experiment, need regular testing, and are the source of escape!

Interim Public Health Recommendations for Fully Vaccinated People | CDC https://t.co/iwAPzz1ECu",[],2021-07-07 11:02:19
12,LexC2618,Hampshire UK,73,73,1505,94,"Why is the CDC telling people who got the 💉 to refrain from testing?!?!?🥴
https://t.co/reac34HdpK https://t.co/8V0BayOgfE https://t.co/OkiazCJpIO",[],2021-07-07 07:26:18
13,MidniteLibrary,Pronouns: He/They,997,2012,24642,0,"@axfelix @creepeffect And a Requirement for Proof of Negative COVID-19 Test if you're flying.
https://t.co/pLo7qLENlb",[],2021-07-07 06:44:49
14,PamelaBolash,"Raleigh, NC",3822,1112,4338,94,"Why is the CDC telling people who got the 💉 to refrain from testing?!?!?🥴
https://t.co/reac34HdpK https://t.co/8V0BayOgfE https://t.co/OkiazCJpIO",[],2021-07-06 23:46:39
15,NawawiNorudin,"Kuching, Sarawak",131,108,3773,57,"widespread testing of asymptomatic populations is not currently recommended, based on the lack of evidence on the impact and cost-effectiveness of such approaches &amp; the approach might risks diverting resources from higher priority testing indications.

https://t.co/FLXtX5NHqa",[],2021-07-06 22:49:50
16,nodramahea,"Brooklyn, NY",5374,4655,272288,94,"Why is the CDC telling people who got the 💉 to refrain from testing?!?!?🥴
https://t.co/reac34HdpK https://t.co/8V0BayOgfE https://t.co/OkiazCJpIO",[],2021-07-06 15:40:44
17,LivNow,United States,14080,12881,46905,94,"Why is the CDC telling people who got the 💉 to refrain from testing?!?!?🥴
https://t.co/reac34HdpK https://t.co/8V0BayOgfE https://t.co/OkiazCJpIO",[],2021-07-06 15:37:36
18,aamirtanoli,"Islamabad/Mansehra, Pakistan",6322,6370,49237,0,"Finally better sense prevailed,hope countries assure compliance.

#WHO recommends lifting testing/quarantine requirements for those who were fully vaccinated,atleast 2 weeks prior to travelling,with ANY of #COVID-19 vaccines listed by WHO for emergency use
https://t.co/fEEcNmb4Bz","['WHO', 'COVID']",2021-07-06 14:41:24
19,SpainLint,Spain,54,178,40663,1,"What i really don't understand is this ... (https://t.co/et94ydYJlT). According to how warning levels are classified most of Europe should be level 1 and not 3 (incidence under 50, enough testing, vaccination way up) #liftthetravelban #LoveIsNotTourism",[],2021-07-06 13:49:30
20,MuhdAzimARahman,徳島,164,132,15500,32,"Salam All!
TS @DGHisham  Pls peruse this esp on Asymptomatic individuals👇

WHO site on TESTING dated 25 June 2021 https://t.co/iWGIlCU3pg

""Timely &amp; accurate testing is an essential tool in preventing &amp; controlling the spread of SARS-CoV-2 &amp; must be implemented strategically..."" https://t.co/DvFVMRAWwt https://t.co/aJNx6LySCb",[],2021-07-06 13:11:36
21,downunderdeb,Australia,2259,137,5633,94,"Why is the CDC telling people who got the 💉 to refrain from testing?!?!?🥴
https://t.co/reac34HdpK https://t.co/8V0BayOgfE https://t.co/OkiazCJpIO",[],2021-07-06 12:35:44
