,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,RamblingMyMind,United States,496,102,12683,0,"#Republicans want credit for #stimulus, #ChildTaxCredit, support for police, $ for schools, etc while bragging they voted NO to all. @LeaderMcConnell said if Rs take back House/Senate Americans will see no more support. #VoteBlue2022 #VoteBlueToSaveAmerica
https://t.co/6NhNsv3E09","['Republicans', 'stimulus', 'ChildTaxCredit', 'VoteBlue2022', 'VoteBlueToSaveAmerica']",2021-07-07 03:22:48
1,dwarfFrandguy,in a mostly peaceful location,4419,3090,259974,1,Nancy Pelosi rips McConnell for touting stimulus aid for Kentucky: 'Vote no and take the dough'..#GOP.#stimulus https://t.co/ZcSSdpvD4i,"['GOP', 'stimulus']",2021-07-07 00:31:42
2,crypticvalentin,"Washington, DC",42,463,145106,1,Nancy Pelosi rips McConnell for touting stimulus aid for Kentucky: 'Vote no and take the dough'..#GOP.#stimulus https://t.co/ZcSSdpvD4i,"['GOP', 'stimulus']",2021-07-07 00:30:51
3,linda_mintun,"Spokane, WA",2642,2098,84003,21,"#Biden showed a list of #GOPSeditiousTraitors who tried to take credit for #coronavirus #stimulus they didn't vote for

A strange scene - didn't do him any favor 

What was #JoeBiden thinking when he announced unity?

#NoJusticeNoPeace #Trump #racism #Truth #abortionrights #BLM https://t.co/FxaC4anUxs","['Biden', 'GOPSeditiousTraitors', 'coronavirus', 'stimulus']",2021-07-06 07:44:03
4,kk131066,"Kuala Lumpur, Malaysia",30727,31961,90888,21,"#Biden showed a list of #GOPSeditiousTraitors who tried to take credit for #coronavirus #stimulus they didn't vote for

A strange scene - didn't do him any favor 

What was #JoeBiden thinking when he announced unity?

#NoJusticeNoPeace #Trump #racism #Truth #abortionrights #BLM https://t.co/FxaC4anUxs","['Biden', 'GOPSeditiousTraitors', 'coronavirus', 'stimulus']",2021-07-06 07:42:31
5,MiEpochTimes,"Detroit, Michigan",62,971,28935,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 19:07:55
6,crissha2016,🗺,211,235,74030,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 19:06:43
7,etaxamerica,United States,392,28,938,0,"Stimulus Check Update: Where Does The Fourth Stimulus Check Stand?

https://t.co/eYl04eETtV
.
.
.
.
.
#stimulus #stimuluscheck #fourthstimulsround #FOURTHSTIMULUS #coronavirus #stimuluspackage #pandemic #stimuluschecks #usa #america #President #joebiden #AmericanRescuePlan https://t.co/otMcoZgPtb","['stimulus', 'stimuluscheck', 'fourthstimulsround', 'FOURTHSTIMULUS', 'coronavirus', 'stimuluspackage', 'pandemic', 'stimuluschecks', 'usa', 'america', 'President', 'joebiden', 'AmericanRescuePlan']",2021-07-05 18:08:37
8,virgpitt,Yachats Oregon,2081,921,38265,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:44:23
9,Vlog_Do_Rui,"Bombarral, Portugal",1059,1252,23269,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:44:19
10,Mar974988,Moving again.,1771,579,104644,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:41:22
11,ailermaria,Miami,611,4690,15423,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:41:11
12,jhpadillaleal,Mexico,1607,956,121333,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:41:09
13,TruthIndigo,"Miami, Fl",645,156,17274,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:40:20
14,EpochTimes,"New York, USA",79,416266,197701,13,"For scammers, 2020 was an unforgettable year.

The distribution of #Stimulus checks gave fraudsters plenty of opportunities to carry out scams. https://t.co/MJOt9xvuYA",['Stimulus'],2021-07-05 17:40:08
15,CushnerCapital,"Fallbrook, CA",822,295,4877,2,"Americans who qualify to start receiving ""family stimulus checks"" can now easily enroll for — or opt out of — the payments. ✅ #stimulus  #covid19 https://t.co/yaHeAtrK0c",[],2021-07-02 20:23:30
