,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,NCISymptomMgmt,"Maryland, USA",55,14611,6903,0,"Talk to your health care team about when you are being vaccinated against #COVID19.  If you are having a mammogram to screen for breast cancer or as a followup to breast cancer treatment, your immune reaction to the vaccine can make your lymph nodes swell. https://t.co/WFEX4W8e7m https://t.co/G84Y8NL3N4",['COVID19'],2021-07-06 22:33:04
1,TonyBaduy,"Mérida, Yucatán",278,416,55310,0,"@persephonecell @Voluntears1 @Pacifica2525 @CalebJHull Evidence shows the Pfizer vaccine and most likely the Moderna vaccine can and do prevent the infection.
https://t.co/rCEL4dqEtV",[],2021-07-06 21:57:35
2,onahunttoday1,"Ohio, USA",199,34,39462,1,"Attention, Anyone 12 &amp; Over Should Get Your Covid-19  Shot As Soon As Possible https://t.co/LnM1K62ehD",[],2021-07-06 21:52:37
3,onahunttoday1,"Ohio, USA",199,34,39462,1,Find Your COVID -19 Vaccine. https://t.co/LnM1K5KDq5,[],2021-07-06 21:52:35
6,NEMOCookFan,North East MissOuri (NEMO),813,845,58864,0,"As of July 5, **51,349** people who tested positive for the virus have died in Texas.
https://t.co/OKfsK0MREg

In ALL of the U.S., VAERS received *5,718* reports of death (0.0018%) among people who received a COVID-19 vaccine (no causal link confirmed). 
https://t.co/V5HVdiPa7N",[],2021-07-06 21:29:42
7,COB_Health,"Brownsville, TX",202,718,1351,70,"Get a #COVID19 vaccine so you and your loved ones can stay safe on your trip! 
 
Whether you’re flying, driving, or sailing, CDC recommends delaying travel until you are fully vaccinated against COVID-19. Learn more: https://t.co/mUsXpabnGi. https://t.co/ypmqwxxU2u",['COVID19'],2021-07-06 21:20:34
8,OneMorePoint1,SE25 (in spirit),4188,2229,11046,0,"@SoCpfc @melbrazil2 I'm open minded.  If further down the line it's proven to be safe then I'll probably take it.  

Over 5000 deaths in USA https://t.co/27TzzBS9eo
 from vaccine and I believe 1000 in UK. 

Small % but most vaccines would be halted way before now on those numbers. Not worth the risk",[],2021-07-06 20:45:58
9,DrMamaKai,"California, USA",3607,2041,16488,2,"Receiving a COVID-19 vaccine will not make you magnetic. COVID-19 vaccines do not contain ingredients that can produce an electromagnetic field at the site of your injection. 
https://t.co/HEoBK3SLaq https://t.co/bDqrviNRTG",[],2021-07-06 20:33:34
10,RivCoDoc,"Riverside, CA",347,6962,4497,2,"Receiving a COVID-19 vaccine will not make you magnetic. COVID-19 vaccines do not contain ingredients that can produce an electromagnetic field at the site of your injection. 
https://t.co/HEoBK3SLaq https://t.co/bDqrviNRTG",[],2021-07-06 20:33:15
11,zchagla,McMaster University,2656,14349,11959,0,"@CDAadvocate @PublicHealthON They link COVAXON (Vaccine registry) to CCM (Case and Contact management registry).  Data on cycle thresholds isn't known but they can resolve symptoms - which is a reasonable surrogate for active covid-19

https://t.co/8zNEul7kbc",[],2021-07-06 20:28:30
12,mi6rogue,🇬🇧,2694,51062,39382,1,"Preliminary report; Heterologous prime-boost vaccination with ChAdOx1 nCoV-19 and BNT162b2 mRNA: Administration of a first dose of the COVID-19 vaccine ChAdOx1 nCoV-19 (Vaxzevria(R), AstraZeneca) is associated with a certain risk for… •Preprint https://t.co/XvSbqZ9xRH",[],2021-07-06 19:48:06
13,retraut,Kyiv,256,118,3385,0,"🇪🇸 Spain
https://t.co/EnnmIavjy6
Any vaccine authorised by the European Union (European Medicines Agency, EMA)  Will open in a new window and WHO Will open in a new window will be accepted.",[],2021-07-06 19:42:37
14,BHCHD,"Waterloo, Iowa",75,713,1544,1,"""CDC answers many of your questions about COVID-19 vaccines with accurate, data-driven information.
If you have questions about vaccines, check out the COVID-19 Vaccine FAQ page: https://t.co/zft5UtNZgk.""
via @CDCgov https://t.co/lf6jOa6x7q",[],2021-07-06 19:22:47
15,devinbrodie25,Montreal,215,129,6188,0,"@DanielleSpeirs6 Where are you getting your stats from? What evidence is there those 6,985 people were killed by the vaccine? 3,986,701 people have been killed by Covid thus far. Which one is more dangerous?

https://t.co/MyfzG9j6YH",[],2021-07-06 19:05:27
16,IDHW,Idaho,443,5662,10017,2,COVID-19 Vaccine Mythbuster: Can being near someone who received a COVID-19 vaccine affect my menstrual cycle? No. Check out the graphic and get more info at https://t.co/TqdjWFSNw4. https://t.co/EHzfKF6L8y,[],2021-07-06 19:04:04
17,KDL0888,Pensacola,936,1564,428614,57,"Getting a COVID-19 vaccine during pregnancy protects you from severe illness from COVID-19.
https://t.co/5aOqogcSkD",[],2021-07-06 18:54:35
18,KyHealthPlans,Kentucky,962,225,306,1,Not sure what an mRNA vaccine is? The CDC explains mRNA COVID-19 vaccines and how they work. https://t.co/LATuaad25J https://t.co/78ZqGcprzb,[],2021-07-06 18:11:56
19,SDCountyHHSA,San Diego County,154,5901,6747,0,"To find a COVID-19 vaccination location, visit https://t.co/WvTylxh6m8 https://t.co/qWLPr7ypi8",[],2021-07-06 18:00:01
20,timrchurch,Personal Time Cone,4007,3343,41739,0,"@VoteBlue77 Those could be unrelated to the vaccine. Those aren't side effects that have been noted previously. Look here for adverse reaction reports.
https://t.co/0dAqk4adoC",[],2021-07-06 17:59:30
21,IndependantSpud,Oregon,512,617,3221,0,"@nicklaus_monroy @Kumarkush11 The covid count is the count of reports on vaers of people who have died with vaccine, not the count of deaths that were shown to be correlated with the vaccine. https://t.co/JELu0CAprU",[],2021-07-06 17:12:11
22,ajv67,Argentina,2851,2180,24924,5,Tolerability and immunogenicity after a late second dose or a third dose of ChAdOx1 nCoV-19 (AZD1222): https://t.co/OUq0Ffw37x #COVID19 #vaccine,[],2021-07-06 17:06:14
23,RealCalyxGreen,"Iloilo City, Philippines",107,125,2205,5,Tolerability and immunogenicity after a late second dose or a third dose of ChAdOx1 nCoV-19 (AZD1222): https://t.co/OUq0Ffw37x #COVID19 #vaccine,[],2021-07-06 16:59:47
24,ElixEvertzMD,"Florida, USA",202,235,5451,5,Tolerability and immunogenicity after a late second dose or a third dose of ChAdOx1 nCoV-19 (AZD1222): https://t.co/OUq0Ffw37x #COVID19 #vaccine,[],2021-07-06 16:47:47
25,JSAHolmes,GA- Hav Feelin We R Bn Watchd?,3231,2127,64870,1,"@TomahawkVPhD @LaymansScience @Sc0ttJenkins @KStateTurk @IainMulady @Alex_on_A14 @RayGran68753429 @Tree3Tommy @rapidgator99 @harryetaylor @Housekeep3r @doritmi @ChrisMasseyFOIs @20manDan @SPPShocked @Nemeses667 @AngelosPantone @HouseOfGab @Mary04683675 @immunotoxPhD @ale_battini @Chris_F_Carson @crabb_vicki @kevin_kehres @Shared_facts @moravec_tomas @KindrachukJason @sense_strand @xrptlrsem @DanitaDay19 @JavRoJav @NorthernMarlin @Corax_The_Raven @mcfunny according to PRC state media, Dr. Chen Wei had started vaccine research for bio-defense since SARS-1 pandemic in 2003, a major part of her work was a study on efficiencies/interactions between SARS-like virus and human receptors. Such work includes nCov S-gene info/data.",[],2021-07-06 16:37:24
26,TylyrPatterson1,"Alamogordo, NM",122,13,1066,0,@denandvic1 @HomeWorldof @Tormund_G_ @coreydidntdoit1 @bebs_isa @CDCgov @CDCMMWR You know whats more profitable than a vaccine? Treatment. Even the ceos of these companies agree https://t.co/VlEpsaIcTQ.,[],2021-07-06 16:30:36
27,Tmeyer2008,South Carolina,4987,3507,116742,89,"One dose of an mRNA #COVID19 vaccine may offer some protection, but two doses are needed for a better immune response. Get a COVID-19 vaccine as soon as you can. If you get an mRNA vaccine, be sure to get both doses. More: https://t.co/FJMon7WlFO. https://t.co/uRrCafGYsh",['COVID19'],2021-07-06 16:24:47
28,sarangspatil1,"Mumbai, India",606,1274,9122,5,Tolerability and immunogenicity after a late second dose or a third dose of ChAdOx1 nCoV-19 (AZD1222): https://t.co/OUq0Ffw37x #COVID19 #vaccine,[],2021-07-06 16:21:13
29,atscommunity,"New York, NY",1162,33531,23643,5,Tolerability and immunogenicity after a late second dose or a third dose of ChAdOx1 nCoV-19 (AZD1222): https://t.co/OUq0Ffw37x #COVID19 #vaccine,"['COVID19', 'vaccine']",2021-07-06 16:00:28
30,swpublichealth,"McCook, NE",157,577,1170,0,Tomorrow is our J &amp; J Covid Vaccine Clinic. 10am-12:15pm and 1:30pm-4pm One shot and done! #SWNPHD #GetVaccinated 345-4223 https://t.co/ZspMA80kHR https://t.co/ZEQulq1EkX,"['SWNPHD', 'GetVaccinated']",2021-07-06 15:32:18
31,Jules_Cath,"Surrey, United Kingdom",3710,3458,123737,1,"@Otto_English As you can see below, complete folly the body has to become infected before the vaccine works, it does not give immunity.
https://t.co/qtExQBAWfd.",[],2021-07-06 15:26:52
32,scdhec,"Columbia, S.C.",990,28621,12316,89,"One dose of an mRNA #COVID19 vaccine may offer some protection, but two doses are needed for a better immune response. Get a COVID-19 vaccine as soon as you can. If you get an mRNA vaccine, be sure to get both doses. More: https://t.co/FJMon7WlFO. https://t.co/uRrCafGYsh",['COVID19'],2021-07-06 15:09:23
33,LungAssociation,United States,2304,45618,16889,0,Clinical trials showed #COVID19 vaccines used in the U.S. prevent COVID-19. Now CDC and partners are evaluating how well COVID-19 vaccines work in real-world conditions. Get a COVID-19 vaccine as soon as one is available to you. More: https://t.co/PGqWv2QBbY https://t.co/WpnUrZqzYu,['COVID19'],2021-07-06 15:09:02
34,David_K_Style,"Tampa, FL",579,240,2215,0,"@journal_court @vancemurphy “More than 324 million doses of COVID-19 vaccines were administered in the United States from December 14, 2020, through June 28, 2021. During this time, VAERS received 5,718 reports of death (0.0018%) among people who received a COVID-19 vaccine”

https://t.co/a5rthJajMv",[],2021-07-06 15:04:54
35,busucovid19,日本 東京,197,204,1574,77,"Trying to start a family? If you’re trying to get pregnant now or would like to get pregnant in the future, you can get a #COVID19 vaccine. 
 
There’s no evidence that any vaccines, including COVID-19 vaccines, can cause fertility problems. 
 
More: https://t.co/c3T9VAF5Ce. https://t.co/JMQ47qRj2J",[],2021-07-06 14:55:02
