,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,SkotiD75,"Melbourne, Vic",818,230,18360,6,"One of NSW's busiest hospitals is on high alert after a woman, who arrived for a caesarean procedure on Wednesday tested positive to Covid-19. FULL STORY: https://t.co/NxPdWlCTpX https://t.co/eyC9s1RiQD",[],2021-07-14 23:59:27
1,NikkeiAsia,Tokyo,74,256521,106374,2,"Australia extends Sydney lockdown as COVID-19 outbreak nears 900 infections.
#COVID #coronavirus #vaccine
https://t.co/Tcf98S9Gwk","['COVID', 'coronavirus', 'vaccine']",2021-07-14 23:58:54
2,Barbiewithatude,San Diego,4999,2760,483861,4,New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained https://t.co/RahRqls7wH,[],2021-07-14 23:56:04
3,FatherBob,"South Melbourne, Australia",735,119177,229088,6,"One of NSW's busiest hospitals is on high alert after a woman, who arrived for a caesarean procedure on Wednesday tested positive to Covid-19. FULL STORY: https://t.co/NxPdWlCTpX https://t.co/eyC9s1RiQD",[],2021-07-14 23:54:31
4,dimityclancey,Sydney,951,4935,2333,3,"A worker at Westmead Hospital has tested positive to #COVID19. #9News
https://t.co/2KnOrsZP6c","['COVID19', '9News']",2021-07-14 23:34:59
5,dimityclancey,Sydney,951,4935,2333,8,"No further local COVID-19 cases have been recorded in Victoria overnight, after 10 emerged throughout yesterday.

A mask mandate came back into effect at midnight for Melbourne, meaning face coverings must be worn in all indoor settings. #9News https://t.co/rdiLroGBDz",[],2021-07-14 23:34:08
6,steve060162,WA/VIC,383,277,35185,79,The McGowan Government has accused the Commonwealth of choosing to ‘ignore WA workers’ who suffered a hit to their income during the Perth lockdown caused by Sydney’s outbreak. 🔒 https://t.co/vm179GAEFZ #wanews #perthnews #coronavirus https://t.co/24OBQ2BhxB,[],2021-07-14 23:30:14
7,davidvienne31,"Munich, Germany 🇩🇪🇪🇺",1187,141,14766,19,"Sydney has been on lockdown for three weeks, but restrictions have failed to quell the biggest outbreak of COVID-19 there this year.

https://t.co/nPizKlxb0K",[],2021-07-14 23:30:04
8,ughbi_anthem,she/her HOPE WORLD,283,110,28111,5,Video shows Vietnam authorities roughing up a woman for violating COVID-19 restrictions. Ho Chi Minh City officials denied that the incident occurred. The city is under lockdown as coronavirus cases soar. https://t.co/34f4JVpmph,[],2021-07-14 23:29:35
9,Bodyfatcoach,"Toronto, Canada  and Worldwide",661,1303,53840,1,"EMBARRASSING England END all #coronavirus restrictions, everything is open business as usual. Toronto Ontario Canada still under draconian #COVID19 #lockdown Closed business, Church ,family, education https://t.co/LPitIroI8S #summer #Russia #healthcare #tuesdayvibe #love #vaccine",['coronavirus'],2021-07-14 23:27:20
10,ketaminh,Tweets are my own and not representative of my employer,6983,23894,615279,1,"No new COVID-19 cases in Victoria but mask mandate returns, restrictions likely to tighten https://t.co/CEvZz6Lh7c",[],2021-07-14 23:26:29
11,marousia,[Dis]placed,1646,2241,89966,3,"No new COVID-19 cases in Victoria but mask mandate returns, restrictions likely to tighten https://t.co/asMXwAZuZf",[],2021-07-14 23:26:24
12,ketaminh,Tweets are my own and not representative of my employer,6983,23894,615279,3,"No new COVID-19 cases in Victoria but mask mandate returns, restrictions likely to tighten https://t.co/asMXwAZuZf",[],2021-07-14 23:26:00
13,rinosadikin,Shoe fetishism,5002,511,54235,1,New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained https://t.co/6cshhNDmfG,[],2021-07-14 23:25:25
14,abhishiwakoti,"Melbourne, Victoria",3739,1073,63421,8,"No further local COVID-19 cases have been recorded in Victoria overnight, after 10 emerged throughout yesterday.

A mask mandate came back into effect at midnight for Melbourne, meaning face coverings must be worn in all indoor settings. #9News https://t.co/rdiLroGBDz",[],2021-07-14 23:19:24
15,anotherglenda,SW Vic Aus,1262,826,48680,3,"No new COVID-19 cases in Victoria but mask mandate returns, restrictions likely to tighten https://t.co/asMXwAZuZf",[],2021-07-14 23:18:52
16,nessiejones22,Canberra Australia,799,669,30610,8,"No further local COVID-19 cases have been recorded in Victoria overnight, after 10 emerged throughout yesterday.

A mask mandate came back into effect at midnight for Melbourne, meaning face coverings must be worn in all indoor settings. #9News https://t.co/rdiLroGBDz",[],2021-07-14 23:17:31
17,tasdionisakos,Melbourne,342,64,33856,8,"No further local COVID-19 cases have been recorded in Victoria overnight, after 10 emerged throughout yesterday.

A mask mandate came back into effect at midnight for Melbourne, meaning face coverings must be worn in all indoor settings. #9News https://t.co/rdiLroGBDz",[],2021-07-14 23:17:16
