,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,SteveDavid845,"Manchester, United Kingdom",23562,21454,84266,735,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t.co/QLFJiiO5U2

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-13 23:59:44
1,Zarathhustra,Perth Western Australia,1467,864,87339,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:58:53
2,DamianTheAussie,"Melbourne, Victoria",537,309,12450,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:58:20
3,DentePresi,Canberra,246,23,2163,1,NSW Treasurer Dominic Perrottet has apologised on the state government's behalf for the chaos unfolding at a Fairfield 24-hour COVID-19 testing site. #9ACA https://t.co/7O1evttf9w,[],2021-07-13 23:57:59
4,jo1foster,:: sydney :: ,552,2001,130093,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:57:13
5,_rob_marsh,West Kent UK,5000,2322,17894,787,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t.co/QLFJiiO5U2

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-13 23:56:53
6,RandaltsRandal,"Queensland, Australia",4483,8263,183292,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:52:01
7,POFerriesFR8,"Dover, UK.",19,6349,251394,0,"Please use the link below to check you have all of the paperwork you need to cross the border between Great Britain and the EU in HGVs, and details on how to access COVID testing facilities;. https://t.co/iFxIaIMR6u",[],2021-07-13 23:50:01
8,chemu1819,"Portarlington, Victoria",935,493,5422,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:48:05
9,sidherian,Bulanaming Gadigal Land ,3112,1936,63353,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:47:07
10,FadingDreamStor,Wiradjuri Country,1318,316,743,323,"CHAOS: Lines at a 24-hour #COVID19 testing hub in Fairfield are stretching for kilometres due to the new health order for essential workers.

Since about 2am, a sea of brake lights has been growing continuously at the location.

READ MORE: https://t.co/hRH3yMyNo3

#9News https://t.co/vIRgcUcCs5",['COVID19'],2021-07-13 23:46:10
