,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,tomhauville,"Sydney, Australia",154,77,2946,3,"You can only leave home to buy ""ESSENTIAL"" goods while Greater #Sydney is struggling to contain its #COVID19 outbreak.

So why is #Gucci still trading during lockdown? Are $3,000 designer handbags ""essential""? 🙄

And who else is open? See my list here: https://t.co/JNV8ptLeNv https://t.co/J06HZ10GFQ","['Sydney', 'COVID19']",2021-07-13 23:56:45
1,quickbeam1,yorkshire uk,619,323,11473,13,"Chair of the APPG on Coronavirus @LaylaMoran said:

“We need urgent clarity on the impact of these plans on the clinically vulnerable and immuno-suppressed. For them, so-called ‘freedom day’ risks meaning their freedoms being taken away.”

https://t.co/Xr0qIZOWC3",[],2021-07-13 23:50:11
2,worldisraelnews,Israel,139,4677,19415,0,"Israel’s coronavirus cabinet convened Tuesday night and discussed possible strategies that will allow the country to combat the spike in new cases, while preventing a potentially economically devastating fourth wave lockdown.
https://t.co/nd90k5Mcbb",[],2021-07-13 23:50:02
3,LeeM999888777,Australia,1624,453,12386,0,New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained https://t.co/5GqETUECRC,[],2021-07-13 23:47:52
4,feralislandBud,Russell Island  Australia,13071,13373,511006,10,"No new locally acquired cases of COVID-19 in Queensland overnight. 

Five new cases were detected in hotel quarantine.

DETAILS: https://t.co/Kfh4mt9bQr

#COVID19 #9News https://t.co/BvhSV1saVW",[],2021-07-13 23:45:40
5,Patricedrorian,"Sydney, New South Wales",3149,308,9934,10,"No new locally acquired cases of COVID-19 in Queensland overnight. 

Five new cases were detected in hotel quarantine.

DETAILS: https://t.co/Kfh4mt9bQr

#COVID19 #9News https://t.co/BvhSV1saVW",[],2021-07-13 23:43:26
6,SupergranIsBack,Ngunnawal country Aus   ,1402,1275,86558,10,"No new locally acquired cases of COVID-19 in Queensland overnight. 

Five new cases were detected in hotel quarantine.

DETAILS: https://t.co/Kfh4mt9bQr

#COVID19 #9News https://t.co/BvhSV1saVW",[],2021-07-13 23:41:01
7,9NewsGoldCoast,"Surfers Paradise, Gold Coast",486,40319,155868,10,"No new locally acquired cases of COVID-19 in Queensland overnight. 

Five new cases were detected in hotel quarantine.

DETAILS: https://t.co/Kfh4mt9bQr

#COVID19 #9News https://t.co/BvhSV1saVW",[],2021-07-13 23:40:11
8,9NewsAUS,Australia,234,643777,318647,10,"No new locally acquired cases of COVID-19 in Queensland overnight. 

Five new cases were detected in hotel quarantine.

DETAILS: https://t.co/Kfh4mt9bQr

#COVID19 #9News https://t.co/BvhSV1saVW",[],2021-07-13 23:40:01
9,9NewsQueensland,"Brisbane, Australia",7340,141553,286070,10,"No new locally acquired cases of COVID-19 in Queensland overnight. 

Five new cases were detected in hotel quarantine.

DETAILS: https://t.co/Kfh4mt9bQr

#COVID19 #9News https://t.co/BvhSV1saVW","['COVID19', '9News']",2021-07-13 23:39:49
10,LWhitson16,"Edinburgh, Scotland",2564,2492,103054,20,"We protected the #NHS but now it’s failing to protect us… why GPs need to open up for in-person appointments before the lockdown health crisis worsens. #doctors #Covid #coronavirus #lockdown #hospital #comment 

Read more here: 

https://t.co/eBAYQb70E7 https://t.co/oiFgpbr2Jx",['NHS'],2021-07-13 23:35:25
11,Ninecomau,Australia,396,14533,118653,0,"NSW Health has released a new prime time television ad in Sydney, urging people to stay at home amid the COVID-19 lockdown. https://t.co/RZ0I4j1LBL",[],2021-07-13 23:30:11
12,nzherald,New Zealand,2855,324867,155643,2,'It seems like nobody is safe': Sydney bracing for 4-week lockdown extension  https://t.co/UwKPy1ZYfF https://t.co/gWbQeNUIE2,[],2021-07-13 23:30:05
13,westaustralian,"Perth, Western Australia",742,176053,104815,0,Victoria has recorded one new local case of COVID-19 as health authorities urge anyone returning from virus hot spots to isolate immediately. SEE THE LATEST UPDATES FROM ACROSS AUSTRALIA. https://t.co/eT2rHPFCAp #wanews #perthnews #coronavirus https://t.co/epkxt1yxSn,"['wanews', 'perthnews', 'coronavirus']",2021-07-13 23:26:03
14,Fanxxxxtastic,Somerset,4677,4319,86537,7,"SAGE modelling expert says coronavirus situation in England after 19 July is unknowable

Professor Graham Medley said experts do not know how long the current wave would go on for because there had never been a previous wave of infections left uncontrolled https://t.co/fcyvRhIhxI",[],2021-07-13 23:24:35
15,5wa,"St Petersburg, FL",15492,14827,255527,1,Covid 19 coronavirus: NSW bracing for four-week lockdown extension as Sydney Delta outbreak grows https://t.co/l1e83aO50q,[],2021-07-13 23:21:00
16,SocialistVoice,United Kingdom 🇬🇧,51054,78960,455851,7,"SAGE modelling expert says coronavirus situation in England after 19 July is unknowable

Professor Graham Medley said experts do not know how long the current wave would go on for because there had never been a previous wave of infections left uncontrolled https://t.co/fcyvRhIhxI",[],2021-07-13 23:20:20
