,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,POFerriesFR8,"Dover, UK.",19,6349,251393,0,"Please use the link below to check you have all of the paperwork you need to cross the border between Great Britain and the EU in HGVs, and details on how to access COVID testing facilities;. https://t.co/iFxIaIMR6u",[],2021-07-11 23:50:00
1,POferriesupdate,Dover,50,34211,244770,0,"Important: Since 04:00 on 15/01/21, it has been mandatory for all passengers travelling into the UK to have a pre-travel Covid-19 test., More info: https://t.co/d47yAbIV2I",[],2021-07-11 23:30:01
2,powerlessbald,United States,77,64,9763,0,"@Truth_is_Satire @DarkPhoenix_3 @carv_0 @Covid_1984_ It’s literally the guidance from the CDC. Fauci is a numbers guy, he doesn’t discuss anything that isn’t first backed by stats and science, which can change, if you didn’t know. Old enough to vividly remember LBJ, so probably old enough to be your father. https://t.co/BU7R4zaRb8",[],2021-07-11 23:18:05
3,dawnbensonart,Oxfordshire,1006,619,26256,787,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t.co/QLFJiiO5U2

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-11 23:08:38
4,JoyceInYork,York,1670,1296,10230,2,"Mild COVID-19 symptoms for you could make others seriously ill.
Don’t be the one to pass it on. 
Book a test:
➡️Visit https://t.co/jyP73i8K8U
📱Use the NHS COVID-19 app https://t.co/L7pIMSZ47B",[],2021-07-11 22:51:15
5,rheumpatient,"London, England",565,1701,15962,0,@_Bethan_Jones_ This article had some useful info: https://t.co/PxuiiuRXyu,[],2021-07-11 22:32:08
6,dailyguardianph,Iloilo City Philippines,185,4951,49925,0,"The Philippine Red Cross (PRC) Iloilo Chapter on Friday encouraged more people to get themselves checked for the coronavirus disease 2019 (COVID-19) via saliva-based testing.
https://t.co/wYzNha6a8z",[],2021-07-11 22:31:00
7,NickAtkinsonOf2,California keep on rockin',533,101,222,0,@cona1960 Almost 100 percent of  people under 50 in California who are testing positive for COVID-19 or getting hospitalized for it in LA are unvaccinated. Vaccines 💉 wiped out polio &amp; tuberculosis. Why are we letting the coronavirus mutate into more dangerous strains by not vaccinating?,[],2021-07-11 22:12:16
8,CECRangers,Cheshire East,567,5028,39719,5,"Why not book a free PCR lab test at one of our mobile testing units next week? Our units are open at The Centre in Poynton, Knutsford Booths Hall and Wilmslow Rugby Union Football Club between 9am-4pm until Friday 16 July. Book your PCR test online now at: https://t.co/FmvZhByexi https://t.co/ttI7v0NXV7",[],2021-07-11 21:47:35
9,CheshireEast,Cheshire,6830,29786,27437,5,"Why not book a free PCR lab test at one of our mobile testing units next week? Our units are open at The Centre in Poynton, Knutsford Booths Hall and Wilmslow Rugby Union Football Club between 9am-4pm until Friday 16 July. Book your PCR test online now at: https://t.co/FmvZhByexi https://t.co/ttI7v0NXV7",[],2021-07-11 21:45:25
10,Real_AnnaBird,My happy retirement place.,1728,912,14255,0,"@jpierceagain @michael_david41 The new CDC guidelines advocate for testing ONLY if ""indicated"". It's no longer being done en masse in any group unless verifiable + exposure. Without the data, all we have are old studies that show some viral neutralizing but majority can transmit.

https://t.co/QxqjIBIw9S",[],2021-07-11 21:30:17
11,DionneBrooks3,"London, England",1138,5807,31240,6,"🧪Wherever you're planning on watching the footie tonight, taking a no-symptom Covid-19 test beforehand will help to keep those around you safe. 

We’ve free on-site and home testing kits available, even for those who've had the vaccine https://t.co/ZEjhQ1XfR8 https://t.co/97hv8zuyAA",[],2021-07-11 21:20:59
12,healthgovau,Australia,146,114028,17786,0,"If you’re feeling a bit under the weather with cold or flu-like symptoms, it’s important to #StayHome 🏡 and #GetTested for COVID-19 🦠 

For more information about symptoms and testing, visit https://t.co/ECtzkIdyvh

#Coronavirus #BeCOVIDSafe https://t.co/MxoB6z4O8F","['StayHome', 'GetTested', 'Coronavirus', 'BeCOVIDSafe']",2021-07-11 21:00:08
13,eileenvn,london,5001,3138,315533,787,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t.co/QLFJiiO5U2

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-11 21:00:02
14,ComradLuscious,"Kentucky, USA",821,237,3369,0,"@DanaLovesRacing @jjhparker @kaitlancollins That is a common misunderstanding that is propagated by right wing news, social media and pundits. If someone dies after testing positive for coronavirus they are not automatically counted as dying from covid 19. There is a double layer of investigation to verify cause of death.",[],2021-07-11 20:46:10
15,MPX_Trades,Australia,920,17326,1532,6,"Like in Korea, #Stamford #Connecticut to get drive through testing for #Coronavirus/#Covid19 starting, March 10.  As per CT Post.   

https://t.co/kXsSvvnrwI https://t.co/gNZaBa3rBF","['Stamford', 'Connecticut', 'Coronavirus', 'Covid19']",2021-07-11 20:34:39
16,POferriesupdate,Dover,50,34211,244770,0,"Important: Since 04:00 on 15/01/21, it has been mandatory for all passengers travelling into the UK to have a pre-travel Covid-19 test / More info: https://t.co/d47yAbIV2I",[],2021-07-11 20:30:01
17,Idocki1,Northern California,1191,1460,251567,1,"Pandemic health protocols in California have changed since the rollout of COVID-19 vaccines and the state’s June reopening.

But coronavirus testing and quarantining are still recommended in some circumstances, even for vaccinated people. https://t.co/A0CI5PVxzB",[],2021-07-11 20:17:44
18,sfchronicle,"San Francisco, CA",315,254337,188959,1,"Pandemic health protocols in California have changed since the rollout of COVID-19 vaccines and the state’s June reopening.

But coronavirus testing and quarantining are still recommended in some circumstances, even for vaccinated people. https://t.co/A0CI5PVxzB",[],2021-07-11 20:06:56
19,northyorkscc,North Yorkshire,249,36811,44769,0,"If you've got #Covid symptoms, government testing sites are at these locations in the next few days.

#Scarborough
#Northallerton
#Selby
#Malton
#Catterick
#Harrogate
#Stokesley
#Tadcaster
#SherburnInElmet
#Whitby
#ThorntonLeDale
#Skipton

More info ⬇️
https://t.co/BUliOSY5LT https://t.co/5zzdk7N0j6","['Covid', 'Scarborough', 'Northallerton', 'Selby', 'Malton', 'Catterick', 'Harrogate', 'Stokesley', 'Tadcaster', 'SherburnInElmet', 'Whitby', 'ThorntonLeDale', 'Skipton']",2021-07-11 19:00:44
