,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,sweepsgal1961,"California, USA",530,145,18698,0,"Facts are facts, and this is just BS. Healthy young athletes ARE in danger from #COVID19 
https://t.co/pcNg8ohBkE
https://t.co/Tou4qZSMbn
https://t.co/Q0xdSz3BWk
https://t.co/D3DeGZTQSe
Her is just a few examples, and I'm sure not every death of an athlete made it into the news. https://t.co/o5V4GExsTA",['COVID19'],2021-07-12 23:55:04
1,POFerriesFR8,"Dover, UK.",19,6349,251394,0,"Please use the link below to check you have all of the paperwork you need to cross the border between Great Britain and the EU in HGVs, and details on how to access COVID testing facilities;. https://t.co/iFxIaIMR6u",[],2021-07-12 23:50:01
2,INFocusIndiana,"Indianapolis, IN",316,666,1190,1,State health officials seek to help Indiana schools with COVID-19 vaccinations and testing https://t.co/bfcFCkKg3z,[],2021-07-12 23:46:28
3,CLSkaggs,United States,3562,4933,9971,0,"@DawnMarieBeauc1 I think it's a great thing. Some people live in places where they don't have easy access to testing. I'd like the state to continue with public health testing, but some people don't have that option.

https://t.co/ZvXsJdKWN8",[],2021-07-12 23:34:12
4,cllrmcloughlin,"Wigan, England",126,305,13078,3,Are you prepared? Testing and tracing alone will not stop spreading COVID-19. Self-isolation is key. Make sure you’re aware of how long you need to isolate for just in case. Visit https://t.co/l2TQhG6RfW for more information. https://t.co/ZB8JjvEn2N,[],2021-07-12 23:32:18
5,allybrown1,county durham,556,246,5918,2416,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t.co/QLFJiiO5U2

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-12 23:32:02
6,POferriesupdate,Dover,50,34211,244770,0,"Important: Since 04:00 on 15/01/21, it has been mandatory for all passengers travelling into the UK to have a pre-travel Covid-19 test., More info: https://t.co/d47yAbIV2I",[],2021-07-12 23:30:01
7,FOX59,"Indianapolis, IN",6221,261254,308395,1,State health officials seek to help Indiana schools with COVID-19 vaccinations and testing https://t.co/bfcFCkKg3z,[],2021-07-12 23:30:00
8,markneeham,"Sydney, New South Wales",267,1159,1362,1,"NSW’s first 24/7 COVID-19 pathology testing drive-through opened today in Fairfield. All details attached. Making testing easy, accessible, and convenient

#fairfield #nswpol #coronavirus #covid19 #pathology #lavertypathology

@Bowenchris @Laura_R_Chung @AlexSmithSMH https://t.co/nMUYRyINc6","['fairfield', 'nswpol', 'coronavirus', 'covid19', 'pathology', 'lavertypathology']",2021-07-12 23:22:18
9,CBS4Indy,"Indianapolis, IN",1071,24638,201679,0,Indiana health officials seek to help schools with COVID-19 vaccinations and testing https://t.co/NJAJoLmGQg,[],2021-07-12 23:15:00
10,Doc_Tewari,"Springfield, MO",412,201,638,5,"Missouri ranked second among the states where coronavirus was spreading the fastest on a per-person basis, a USA TODAY Network analysis of Johns Hopkins University data shows. https://t.co/mjKK5XW2bu",[],2021-07-12 23:13:34
11,cllrjjmcghee,"Kilmaurs, Scotland",424,189,1461,3,"People without symptoms can now collect free rapid #coronavirus tests from:

🔹  coronavirus test centres
🔹 order online
🔹 or from your community pharmacy

Test yourself twice a week to check if you have the virus.

Order your test now ➡️  https://t.co/dTp24Ek0uf https://t.co/FWu3iYVG5Y",['coronavirus'],2021-07-12 23:06:32
12,FrankPallone,#NJ,2873,44290,18618,2,"The rapid spread of #COVID19 variants underscores the importance of my #LIFTAmerica Act legislation, which would make a historic investment in public health infrastructure including improved lab capacity and disease surveillance. 

https://t.co/f4EMM2iKeg","['COVID19', 'LIFTAmerica']",2021-07-12 23:03:00
13,feloneouscat,International Space Station,1675,1986,94725,0,"@MillerforKeller @ScottGordonNBC5 ""Fully vaccinated people can:

* Resume activities without wearing masks or physically distancing

* Resume domestic travel and refrain from testing before or after travel or self-quarantine after travel""

Next?

https://t.co/kJGD20oXQG",[],2021-07-12 22:55:49
14,MichaelaTait8,Home is where my boys are ❤️,3964,3380,50085,315,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Get a test:

🌐 Visit https://t.co/QLFJij5HiC

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-12 22:52:51
15,FrontierCare,"Denver, Colorado",17143,48806,171771,0,"@esplin_james Yes, at this time all air passengers traveling to the US, regardless of vaccination or antibody status, are required to provide a negative COVID-19 test result or documentation of recovery. -Cath https://t.co/7WVeW3XPkt https://t.co/fvAhndLpRn",[],2021-07-12 22:32:28
16,WMTWSteve,"Portland, ME",2691,2035,28613,0,"Recent testing shows COVID-19 delta variant likely more widespread in Maine, experts say positive cases displaying different symptom profile compared to what people think is ""traditional"" coronavirus

https://t.co/uy2cbbX1VX",[],2021-07-12 22:28:49
17,gstewtwo,Rabid Blue Dot in a Red Place,4997,1494,301519,7,"🔴 We saw more than twice as many COVID-19 cases enter the ER last week than the week before and the numbers are still increasing. 🔴

Only 34% of MS is fully vaccinated, so call (228) 867-5000 or visit https://t.co/q0gGs0Dhpr to find vaccination and testing locations. https://t.co/Pfy25K3OnK",[],2021-07-12 22:24:22
18,Tgf50,"Mississippi, USA",4088,81,182,7,"🔴 We saw more than twice as many COVID-19 cases enter the ER last week than the week before and the numbers are still increasing. 🔴

Only 34% of MS is fully vaccinated, so call (228) 867-5000 or visit https://t.co/q0gGs0Dhpr to find vaccination and testing locations. https://t.co/Pfy25K3OnK",[],2021-07-12 22:18:11
19,Kayjr,Europe.,1268,1122,24850,870,"Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Get a test:

🌐 Visit https://t.co/QLFJiiO5U2

📱 Use the NHS COVID-19 app

📞 Call 119",[],2021-07-12 22:13:30
