,username,location,following,followers,totaltweets,retweets,text,hashtags,time
17,GCBulletin,"Gold Coast, Australia",1345,46591,56095,0,"Southern #GoldCoast businesses have been watching anxiously as the NSW #COVID19 outbreak worsens. One business owner reckons a hard border closure would be ""an absolute nightmare"". https://t.co/iaYLztKGmE @Melwhiting https://t.co/GrOdjJFlYo","['GoldCoast', 'COVID19']",2021-07-12 22:32:32
18,TulipPenney,Canberra,77496,96024,65525,0,#Sydney #COVID-19 #cases expected to #increase amid two-month lockdown warnings https://t.co/RZkraJsRMl,"['Sydney', 'COVID', 'cases', 'increase']",2021-07-12 22:30:51
19,girl_lockdown,"Melbourne, Victoria",2315,1157,19674,296,"Reported yesterday: 2 new local cases, 1 case acquired interstate and no new cases acquired overseas. 
- 14,384 vaccine doses were administered 
- 23,470 test results were received
More later: https://t.co/lIUrl1hf3W

#COVID19Vic #COVID19VicData [1/2] https://t.co/iQzE0oJUc8",[],2021-07-12 22:23:22
20,OmniJamad,"Durban, South Africa",282,50,751,10,"What started out as a COVID-19 exception has become routine. As with all lockdown addresses so far, President Cyril Ramaphosa will not be taking questions from the media after tonight's address. But we have questions. #PresidentRamaphosa #ZumaUnrest 
https://t.co/CucqljseLU https://t.co/wtleMaCFgE",[],2021-07-12 22:22:32
21,dazilmz,Bay Area,1864,837,302841,3,"► VIDEO: ""Don't leave home unless you absolutely have to,"" Australia's coronavirus outbreak grows despite three-week Sydney lockdown https://t.co/7eZtYaVw6K https://t.co/Sgw7ciIGwC",[],2021-07-12 22:19:19
22,jenneeatwork,Asean,58,37,3412,1,"News from #Australia | The prospect of an extended lockdown in Sydney loomed on Monday as Australian health officials reported yet another record daily rise in COVID-19 cases for the year, fueled by the highly infectious Delta variant.
https://t.co/TVB1MIDSkl",['Australia'],2021-07-12 22:17:42
23,IrishTimes,Ireland,154,603896,624348,3,"► VIDEO: ""Don't leave home unless you absolutely have to,"" Australia's coronavirus outbreak grows despite three-week Sydney lockdown https://t.co/7eZtYaVw6K https://t.co/Sgw7ciIGwC",[],2021-07-12 22:06:03
24,Qessential_GB,United Kingdom,48,14,338,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 21:52:56
25,big_stoop,Bo'ness,285,108,949,56,"Would you rather catch covid or live with these restrictions?

#COVID19 #19july #lockdown #coronavirus","['COVID19', '19july', 'lockdown', 'coronavirus']",2021-07-12 21:31:22
26,girl_lockdown,"Melbourne, Victoria",2315,1157,19674,18,"To see where to get tested, visit https://t.co/WZI0U7Tsqu

Check exposure sites often. New exposure sites can be added, and current exposure site details can change based on subsequent investigations.  [9/9]",[],2021-07-12 21:28:53
27,JuliaLoomans74,Amsterdam,4107,435,12011,0,"CORONA ZELF TEST 

https://t.co/Z8EaCenkYx

#corona #covid #coronavirus #stayhome #dirumahaja #lockdown #quarantine #love #staysafe #virus #memes #instagram #stayathome #like #india #follow #indonesia #s #instagood #k #tiktok #socialdistancing #viral #meme #coronamemes https://t.co/A3A1lxvFrI","['corona', 'covid', 'coronavirus', 'stayhome', 'dirumahaja', 'lockdown', 'quarantine', 'love', 'staysafe', 'virus', 'memes', 'instagram', 'stayathome', 'like', 'india', 'follow', 'indonesia', 's', 'instagood', 'k', 'tiktok', 'socialdistancing', 'viral', 'meme', 'coronamemes']",2021-07-12 21:27:08
28,HighKicksFuzz,Calgary Effing Alberta,450,563,1585,0,Meanwhile: one of the only places still in lockdown. 🤷‍♂️ Sydney COVID-19 cases soar as lockdown falters https://t.co/Wi56C3mxwI,[],2021-07-12 21:25:21
29,markenzie_e,"Boca Raton, FL",4686,1185,23837,32,"I have pandemic brain. Will I ever be able to concentrate again? https://t.co/iFZxkzyGhF 

#COVID19 #coronavirus #lockdown #dementia #Alzheimers @RomanJancic @lenjansejati @kundukundu @andrewsuleh @lawrence_wray @GreenGymPenge @MiguelHilargiak @VivMilano @ZimkhithaMatybb @Cedar50 https://t.co/CouDJiFDNQ","['COVID19', 'coronavirus']",2021-07-12 20:57:04
30,NatBourre,"Toronto, Canada",5612,5111,8012,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 20:56:41
31,centristjim1,United Kingdom,826,158,8019,0,And there was me thinking/hoping it was over. Turns out it’s only for a few weeks and they’re already getting us ready for another lockdown next winter. 6 deaths today remember #COVID19 #coronavirus #Freedomday #NoMoreLockdowns #CoronaUpdate #DowningStreetBriefing #DailyBriefing https://t.co/pRJZ8fNPCe,"['COVID19', 'coronavirus', 'Freedomday', 'NoMoreLockdowns', 'CoronaUpdate', 'DowningStreetBriefing', 'DailyBriefing']",2021-07-12 20:43:55
32,abc_live_blog,Australia,9,2,236,0,"Live: Melbourne apartment complex ordered to quarantine as states investigate removalist case
#COVID19 #Lockdown #SocialDistancing
Blog @ https://t.co/6du2ONdanY, listed on https://t.co/ImygkXPKrZ","['COVID19', 'Lockdown', 'SocialDistancing']",2021-07-12 20:41:02
33,simon_ball46,"Luton, England",244,686,130082,0,"@fastasarock @terryelaineh1 @BorisJohnson https://t.co/kiIEEM3m0E
well at least you haven't been #sloth in working it out..
#COVID19 #coronavirus #lockdown #vaccines","['sloth', 'COVID19', 'coronavirus', 'lockdown', 'vaccines']",2021-07-12 20:37:15
34,annehoughton17,Edinburgh,633,231,50236,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:37:14
35,ana_captures,"London, England",3758,2561,416752,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:36:00
36,WheelerSimon,"Norfolk, England",1394,1783,126,0,"@sarahbutchard That’s why we have to do it ourselves!
@alzheimerssoc coronavirus pages have seen a huge amount of web traffic over the last 16 months but these lockdown transitions have become increasingly challenging to make clear and accessible!
https://t.co/SrdagdxzgC",[],2021-07-12 20:35:54
37,RadoslawDzik,Wiele,1904,1413,1094,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:23:54
38,Rajbhagwandin06,Guyana,4999,4586,316533,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:23:41
39,nationalKINGsoo,  Freedom  And  Independence  ,1602,48,44772,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:23:20
40,scarletmonahan,United Kingdom,24059,296321,129668,0,Alan 4 Things you must never do. https://t.co/19rWVd25Vw #SocialDistancing #Dominicummimgs #covid19 #coronavirus #animation #animated #Quarantine #lockdownextension #lockdown #stockpiling  #ToiletRoll #SocialDistancing #BorisJohnsonMustgo 3,"['SocialDistancing', 'Dominicummimgs', 'covid19', 'coronavirus', 'animation', 'animated', 'Quarantine', 'lockdownextension', 'lockdown', 'stockpiling', 'ToiletRoll', 'SocialDistancing', 'BorisJohnsonMustgo']",2021-07-12 20:22:56
41,richardsmith_84,"Lancaster, England",1514,473,11726,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:22:45
42,MrsArcanum,Oxfordshire,3901,3684,67578,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:22:11
43,Channel4News,United Kingdom,4463,2449688,109193,10,"Boris Johnson has warned the coronavirus pandemic ""is not over"", as he said masks would still be advised in crowded places even after the lockdown rules end on 19 July. 

@GaryGibbonC4 reports. 

https://t.co/RAnqycRh8C",[],2021-07-12 20:22:00
44,autismbucks1,Buckinghamshire,4776,1553,16706,10,"'England's lockdown rules will end on 19th July, but everyone should remain cautious'.

2 Minute Coronavirus Update -  12th July 2021

#2MinuteUpdate #BSL #COVID19 #Covid19UK

https://t.co/up2nOwgslB https://t.co/0RWbFRsLc4",[],2021-07-12 20:16:33
45,mwandokamau,Raleigh North Carolina ,2522,987,19968,0,What we all feared about #coronavirus is coming to pass in ways we cant even begin to explain. The social economic factors are being exposed in #ShutdownSA south africa. Corona has demolished Jobs... and telling people to go into lockdown has finally reached its end game.,"['coronavirus', 'ShutdownSA']",2021-07-12 20:02:38
46,GuardianNigeria,Nigeria,472,2165986,235954,2,"WATCH: 73-year-old Malaysian woman, struggling to cope during her country's strict coronavirus lockdown, hangs a scrap of white cloth outside her window in a plea for help. https://t.co/l024EJd6GU #Covid19 #Coronavirus #Lockdown","['Covid19', 'Coronavirus', 'Lockdown']",2021-07-12 19:55:05
47,MartySilkHack,Yugambeh land/Southeast Qld,2018,3846,7904,1,"@normanswan on Sydney's COVID-19 outbreak:

""It's pretty pointless to argue what might have been in NSW. The dilemma now is that millions of people are hurting under lockdown, and how to make that as short as possible without losing control of this damned coronavirus."" @abc730 https://t.co/cWC63bdiZJ",[],2021-07-12 19:53:10
48,BhavinPatel374,Born in Milk-city,2256,768,6867,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 19:50:12
49,NikSense8,New Mexico,2255,2196,98364,0,New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained https://t.co/aVkw9yRnUX,[],2021-07-12 19:45:15
50,Mubina051937,Canada,1482,714,38260,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 19:45:12
51,SignHealth,United Kingdom,2042,9864,8298,10,"'England's lockdown rules will end on 19th July, but everyone should remain cautious'.

2 Minute Coronavirus Update -  12th July 2021

#2MinuteUpdate #BSL #COVID19 #Covid19UK

https://t.co/up2nOwgslB https://t.co/0RWbFRsLc4","['2MinuteUpdate', 'BSL', 'COVID19', 'Covid19UK']",2021-07-12 19:38:49
52,theDAWNmethod,Idaho,5153,5330,31203,32,"I have pandemic brain. Will I ever be able to concentrate again? https://t.co/iFZxkzyGhF 

#COVID19 #coronavirus #lockdown #dementia #Alzheimers @RomanJancic @lenjansejati @kundukundu @andrewsuleh @lawrence_wray @GreenGymPenge @MiguelHilargiak @VivMilano @ZimkhithaMatybb @Cedar50 https://t.co/CouDJiFDNQ","['COVID19', 'coronavirus']",2021-07-12 19:37:23
53,Satdharma25,आर्याव्रत,27339,31235,25321,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 19:22:46
54,GuettoMaia,"Rio de Janeiro, Brasil",1260,128,13261,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 19:21:26
55,JaynePhipps,"Nottingham, UK",1347,727,4357,0,One more #Monday #blog post https://t.co/XuiEXc2XkP #lockdown #diary #lockdowndiary #coronavirus,"['Monday', 'blog', 'lockdown', 'diary', 'lockdowndiary', 'coronavirus']",2021-07-12 19:21:14
56,ringothe5th,"New York, USA",501,192,3722,0,"“The ad is currently being aired in the Sydney area where the coronavirus Delta variant has sent the city into its third week of lockdown.”

Ghoulish ads-low vax rate- lockdowns- those Aussies sure are smarter than us American yahoos on Covid aren’t they?

https://t.co/AlZSZ4JNqI",[],2021-07-12 19:16:53
57,IsmaelSiade,Manaus/AM,1301,321,6756,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 19:15:23
58,Convoker,Санкт-Петербург,498,711,31388,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 19:11:17
59,AJBlackston,"Washington, DC",1699,1844,334286,0,Dutch leader says easing lockdown was 'error of judgment' https://t.co/yzwzgFXOUU  #TodaysMedicalUpdate #Medicine #Health #Patients #NHS #FMRevolution #Today #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Doctor #Policy #Vaccine #MedTech Please Retweet,"['TodaysMedicalUpdate', 'Medicine', 'Health', 'Patients', 'NHS', 'FMRevolution', 'Today', 'Insurance', 'Pharmaceutical', 'Biotech', 'COVID19', 'Coronavirus', 'Doctor', 'Policy', 'Vaccine', 'MedTech']",2021-07-12 19:01:03
60,skramshots,"Dublin, Ireland",142,46,2843,0,"Lockdown beckons. RTE news : Covid-19: 600 new cases and 16 people in ICU

https://t.co/zMjgA6iqCB",[],2021-07-12 18:55:56
61,FoxyLustyGrover,New Zealand,5150,7492,435596,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 18:54:33
62,DarrenBellreads,Edinburgh,4986,1879,64382,56,"Would you rather catch covid or live with these restrictions?

#COVID19 #19july #lockdown #coronavirus","['COVID19', '19july', 'lockdown', 'coronavirus']",2021-07-12 18:53:19
63,princessraiha,My kingdom!,2421,2552,9003,1,"Expected Lockdown Coming Soon From Wednesday till Eid Days.
Delta-Variant Virus Cases is increasing In lahore &amp; Islamabad Day by Day🤐.

Retweet &amp; Follow
#Doctor #coronavirus #coronadebat #COVID19 #COVIDVaccination #DeltaVariant #DeltaPlusVariant https://t.co/bqOw4wtlCC",[],2021-07-12 18:52:59
64,be_in_Bangkok,Germany,415,459,2782,1,"Monday Covid Update: 8,656 new infections and 80 deaths. #Thailand #Bangkok #Phuket #covid19 #coronavirus #lockdown #vaccine #travel #tourism #delta https://t.co/UYQ8TorGlL","['Thailand', 'Bangkok', 'Phuket', 'covid19', 'coronavirus', 'lockdown', 'vaccine', 'travel', 'tourism', 'delta']",2021-07-12 18:51:25
65,be_in_Bangkok,Germany,415,459,2782,0,6 “Phuket Sandbox” travellers have tested positive for Covid-19 since July 1st reopening. #Thailand #Bangkok #Phuket #covid19 #coronavirus #lockdown #vaccine #travel #tourism #delta https://t.co/8iuMyhjrJo,"['Thailand', 'Bangkok', 'Phuket', 'covid19', 'coronavirus', 'lockdown', 'vaccine', 'travel', 'tourism', 'delta']",2021-07-12 18:50:39
66,hines_stephen,"Custom House, London",1701,1698,33111,0,"Today's #WordsOfWisdom 

#Coronavirus, #lockdown #FreedomDay 

https://t.co/mX6sAstVZV","['WordsOfWisdom', 'Coronavirus', 'lockdown', 'FreedomDay']",2021-07-12 18:49:38
67,DTeamSalfordCVS,salford,1437,2528,7965,3,"The current coronavirus (COVID-19) pandemic may cause you to feel worried, anxious, or scared, but we have some tips to help you look after your wellbeing. 💭

Read more here 👉https://t.co/A03cBPBWQp https://t.co/d0PXYkPq5r",[],2021-07-12 18:47:55
68,riasempre_,Estados Unidos,716,521,27113,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 18:46:58
69,be_in_Bangkok,Germany,415,459,2782,0,Frontline medical staff pour their hearts out. #Thailand #Bangkok #Phuket #covid19 #coronavirus #lockdown #vaccine #travel #tourism #delta https://t.co/csMmQgiluw,"['Thailand', 'Bangkok', 'Phuket', 'covid19', 'coronavirus', 'lockdown', 'vaccine', 'travel', 'tourism', 'delta']",2021-07-12 18:42:16
70,accidentalflyer,Tannhäuser Gate Silicon Valley,159,763,57320,569,"Thailand will use AstraZeneca’s COVID-19 vaccine as a second dose for those who received Sinovac's shot as their first dose, after hundreds of health workers who received two doses of the Chinese vaccine were infected with COVID-19 https://t.co/WkS6Mbh6ga https://t.co/27QilCXQRM",[],2021-07-12 18:41:29
71,DPH_MAshton,"Liverpool, England",1518,8105,5012,1,"Further guidance on identifying and understanding what ventilation provision is available in your indoor spaces from @cibse 
https://t.co/cQXiqLu9Mi https://t.co/z5InNfs7Pz",[],2021-07-12 18:40:59
72,MrsLulabelle2U,"England, United Kingdom",452,263,8781,56,"Would you rather catch covid or live with these restrictions?

#COVID19 #19july #lockdown #coronavirus","['COVID19', '19july', 'lockdown', 'coronavirus']",2021-07-12 18:39:45
73,be_in_Bangkok,Germany,415,459,2782,2,3 more foreign tourists test positive in Phuket. #Thailand #Bangkok #Phuket #covid19 #coronavirus #lockdown #vaccine #travel #tourism #delta https://t.co/V1cs1KXcgJ,"['Thailand', 'Bangkok', 'Phuket', 'covid19', 'coronavirus', 'lockdown', 'vaccine', 'travel', 'tourism', 'delta']",2021-07-12 18:37:11
74,Ai_Connects_Us,"Pittsburgh, Glasgow, Lima",1605,5651,20360,0,"If a #databreach is inevitable, how to minimize the damage? Even if a breach happens, then how to respond? 

https://t.co/zDPXRMnuQn 

#datasecurity #databreaches #dataprivacy #workfromhome #coronavirus #traveltech #cybersecurity #cyberattacks #cybercrime #covid19","['databreach', 'datasecurity', 'databreaches', 'dataprivacy', 'workfromhome', 'coronavirus', 'traveltech', 'cybersecurity', 'cyberattacks', 'cybercrime', 'covid19']",2021-07-12 16:32:52
75,accountsnavigat,"Waltham Abbey, Essex",270,129,755,1,"Changes to the Furlough Scheme from 01 July 2021

#furlough #furloughlife #furloughupdate #FurloughScheme #CJRS #coronavirus #COVID19 #workfromhome #wages #employment #businessowner #boss #update #deadline #reminder #accountant #finance #smallbusiness #smallbusinessowner https://t.co/zwtGTvugDm","['furlough', 'furloughlife', 'furloughupdate', 'FurloughScheme', 'CJRS', 'coronavirus', 'COVID19', 'workfromhome', 'wages', 'employment', 'businessowner', 'boss', 'update', 'deadline', 'reminder', 'accountant', 'finance', 'smallbusiness', 'smallbusinessowner']",2021-07-12 15:26:17
76,cybersec_feeds,Internet,1,17112,1632388,9,Cybersecurity and What’s Not Working from Home https://t.co/7vafaxi0lQ #CyberSecurity #WorkFromHome #coronavirus #Cybernews #IoT #Cloud #Malware #Ransomware #AttackSolutions https://t.co/AOeZD8RNBS,"['CyberSecurity', 'WorkFromHome', 'coronavirus']",2021-07-12 12:02:15
77,educationhubng,"Lagos, Nigeria",44,250,5670,2,"""COVID-19: how many remote workers are there in different parts of Europe?""
https://t.co/MNV2aQh24K 
#remoteworkforce #remotework #telework #workfromhome #coworking #flexibleworking",['remoteworkforce'],2021-07-12 10:46:22
78,_remotejobs_,Remote,1916,2918,1866,2,"Many #remotejob opportunities for #card on our website https://t.co/Svp7Rv6Txi
#quotes #remotework #workout #WorkFromHome #MotivationalQuotes #mondaythoughts #job #HIRINGNOW #JobSearch #COVID19 #monday #EURO2020 #hire #help #future #Website #new #coronavirus #Job #hiring #work https://t.co/zG5Sub44NC","['remotejob', 'card', 'quotes', 'remotework', 'workout', 'WorkFromHome', 'MotivationalQuotes', 'mondaythoughts', 'job', 'HIRINGNOW', 'JobSearch', 'COVID19', 'monday', 'EURO2020', 'hire', 'help', 'future', 'Website', 'new', 'coronavirus', 'Job', 'hiring', 'work']",2021-07-12 10:20:56
79,MaltrakN,"Dublin City, Ireland",111,1546,97206,9,Cybersecurity and What’s Not Working from Home https://t.co/7vafaxi0lQ #CyberSecurity #WorkFromHome #coronavirus #Cybernews #IoT #Cloud #Malware #Ransomware #AttackSolutions https://t.co/AOeZD8RNBS,"['CyberSecurity', 'WorkFromHome', 'coronavirus']",2021-07-12 10:16:55
80,botcybersec,India,1,1628,284221,9,Cybersecurity and What’s Not Working from Home https://t.co/7vafaxi0lQ #CyberSecurity #WorkFromHome #coronavirus #Cybernews #IoT #Cloud #Malware #Ransomware #AttackSolutions https://t.co/AOeZD8RNBS,"['CyberSecurity', 'WorkFromHome', 'coronavirus']",2021-07-12 10:11:56
81,attacksolutions,"Washington, DC",4870,3784,7162,9,Cybersecurity and What’s Not Working from Home https://t.co/7vafaxi0lQ #CyberSecurity #WorkFromHome #coronavirus #Cybernews #IoT #Cloud #Malware #Ransomware #AttackSolutions https://t.co/AOeZD8RNBS,"['CyberSecurity', 'WorkFromHome', 'coronavirus', 'Cybernews', 'IoT', 'Cloud', 'Malware', 'Ransomware', 'AttackSolutions']",2021-07-12 10:11:00
82,mycowork_space,Online Directory,485,1744,55038,2,"""COVID-19: how many remote workers are there in different parts of Europe?""
https://t.co/MNV2aQh24K 
#remoteworkforce #remotework #telework #workfromhome #coworking #flexibleworking",['remoteworkforce'],2021-07-12 09:31:16
83,SocWorkplaces,Belgium,79,162,489,2,"""COVID-19: how many remote workers are there in different parts of Europe?""
https://t.co/MNV2aQh24K 
#remoteworkforce #remotework #telework #workfromhome #coworking #flexibleworking","['remoteworkforce', 'remotework', 'telework', 'workfromhome', 'coworking', 'flexibleworking']",2021-07-12 08:56:00
