,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,MEEKSVS,"Toronto, Ontario",4813,3362,535949,10,"This may partly be because there weren't many #FullyVaccinated ppl until recently. 
Vaccines reduce symptom severity so less testing may also be done.
Graph shows most post-vax cases occurring before efficacy onset (7d+ after dose 2)
#VaccinesWork

Source: https://t.co/HwzuizCeHF https://t.co/eoMZadURAj",['FullyVaccinated'],2021-07-04 21:08:48
1,fireman_retired,"Cork, Ireland",2320,1188,28624,11,Why is @CMOIreland and @roinnslainte @DonnellyStephen testing people with no symptoms when it’s not recommended by the WHO. It seems Ireland is on its own for allot of things including the only country not traveling or dining inside in Europe #travel  https://t.co/iC71mxRfBv,[],2021-07-04 17:32:18
2,boeingbus720,Ireland,253,69,1422,11,Why is @CMOIreland and @roinnslainte @DonnellyStephen testing people with no symptoms when it’s not recommended by the WHO. It seems Ireland is on its own for allot of things including the only country not traveling or dining inside in Europe #travel  https://t.co/iC71mxRfBv,[],2021-07-04 11:19:10
3,ben_rendall,Ireland,60,106,5951,11,Why is @CMOIreland and @roinnslainte @DonnellyStephen testing people with no symptoms when it’s not recommended by the WHO. It seems Ireland is on its own for allot of things including the only country not traveling or dining inside in Europe #travel  https://t.co/iC71mxRfBv,[],2021-07-04 09:08:19
4,GraffitiExpert,Queensland,862,959,124945,0,"https://t.co/pFzpnLko0z &lt;- Either by CHO decree or ubiquitous ""get tested"" propaganda, since May 2021, Australia has cranked up dodgy testing, thus conjuring up ""cases"" to justify lockdown, masks, mandatory check ins and psychological manipulation for experimental injection. https://t.co/4m9Q7ExfIF",[],2021-07-04 02:15:54
5,bettycjung,United States,157,889,167653,0,Symptoms of COVID-19 (are changing because of the variants) These are the symptoms listed by @CDC for now https://t.co/qHiKtKlFdU,[],2021-07-03 22:12:16
6,brianmullen2u,"Cork, Ireland",130,76,1766,11,Why is @CMOIreland and @roinnslainte @DonnellyStephen testing people with no symptoms when it’s not recommended by the WHO. It seems Ireland is on its own for allot of things including the only country not traveling or dining inside in Europe #travel  https://t.co/iC71mxRfBv,[],2021-07-03 20:31:25
7,DanielL46527,"Dublin City, Ireland",360,197,1276,11,Why is @CMOIreland and @roinnslainte @DonnellyStephen testing people with no symptoms when it’s not recommended by the WHO. It seems Ireland is on its own for allot of things including the only country not traveling or dining inside in Europe #travel  https://t.co/iC71mxRfBv,['travel'],2021-07-03 19:32:35
8,Geniusguy10,Ireland,354,1068,26836,2,"WHO doesn't recommend widespread testing of asymptomatic people,but in Ireland, we're opening more walk-in test centers for them. https://t.co/FJxIaE3l5G",[],2021-07-03 18:52:38
9,AgaagaM77,IE,305,120,1048,2,"WHO doesn't recommend widespread testing of asymptomatic people,but in Ireland, we're opening more walk-in test centers for them. https://t.co/FJxIaE3l5G",[],2021-07-03 18:45:17
10,rallat,NYC,2632,6798,65083,0,"@C_S_Somolinos Antigeno si ""What types of SARS-CoV-2 test are acceptable under the Order?
Passengers must be tested with a viral test that could be either an antigen test or a nucleic acid amplification test (NAAT).""
https://t.co/LrKuyEg4Y4",[],2021-07-03 17:59:42
11,MicahadairMicah,United States,1372,1471,65908,365,"#BreakingNews Surfside Florida rescue workers test positive for the coronavirus, entire task force pulled for testing.",['BreakingNews'],2021-07-04 23:59:33
12,jillyid,"New Jersey, USA",628,962,57784,365,"#BreakingNews Surfside Florida rescue workers test positive for the coronavirus, entire task force pulled for testing.",['BreakingNews'],2021-07-04 23:58:49
13,mostlydogs,nj,643,1537,104003,17,"People need to know. @GovRonDeSantis is producing a death camp in Surfside, Florida by not requiring vaccinations for healthcare workers or task force. 
@davidmweissman @RexChapman @mmpadellan 

6 test positive for the coronavirus and a entire task force pulled for testing. https://t.co/QZxtoml0Vk",[],2021-07-04 23:58:45
