,username,location,following,followers,totaltweets,retweets,text,hashtags,time
0,placebo70,"Big Island, wet wild Hawaii",1064,388,10880,5,"of concern have 10-12 mutations in their spike protein (you can see them delineated here) but multiple T cells you get from natural infection or vaccine line up across the entire spike protein in multiple places. So, this Cell paper showed us that 
https://t.co/XQ1fGBEAXQ",[],2021-07-04 23:45:30
1,MonicaGandhi9,San Francisco,119,50166,9206,5,"of concern have 10-12 mutations in their spike protein (you can see them delineated here) but multiple T cells you get from natural infection or vaccine line up across the entire spike protein in multiple places. So, this Cell paper showed us that 
https://t.co/XQ1fGBEAXQ",[],2021-07-04 23:41:53
2,3DiMMUNE,USA,25,1572,11556,1,"rare but serious blood clots after ChAdOx1 nCov-19 #vaccine could be due to its injection directly in the bloodstream rather than muscle.    

Thrombocytopenia and splenic platelet directed immune responses after intravenous ChAdOx1 nCov-19 administration https://t.co/sDUgZvvfdw",['vaccine'],2021-07-04 22:47:41
3,Welshwoman,"Wales, UK",1495,1376,25625,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 22:20:02
4,Cheenthe17,"New York, USA",574,163,2529,0,"@BigLeeBronzer But if it has a 99% survival rate shouldn't it only be the vulnerable populations to get the vaccine? Why would a young and healthy person need to get it if the vulnerable population is protected with a vaccine. See it just doesn't make sense. 

https://t.co/CDLIGRyqTw
CDC stats",[],2021-07-04 22:15:55
5,wtf_racists,United States,0,4,404,0,"@NeNeNoMore2 @Juju47898149 @samanthamarika1 Nice try, but that page has been up with side effects since December, before most people could even get the vaccine.

https://t.co/sdkpwckNS0",[],2021-07-04 22:03:22
6,Paco_Gil_,"Madrid, España",3874,4552,76130,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 21:51:53
7,ckimnyc,NYC,481,150,5755,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 21:31:40
8,Esperan22843308,Venezuela,397,86,1609,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 21:26:07
9,odktiger,Somewhere in Virginia,4946,3918,83482,1,"@tklforgiven @bumpus_lumpus @IngridIngwah @GoatMunch @michellmybell1 @Tanya_terrell1 @Samson37123571 @TheWestonMike @AnthonyT2_Mufc @PatricktheB @nadsshoes @DaviddeLangeOI @TheCOAPodcast @impeachqueen @NelsonMKerr @Atheist_1978 @wpcguy @jan_dennison @TakeThatDarwin @054durin @PeterFi98279139 @Megavolt1 @SplinterSimba @imkimaaron @malo_j @jools6691 @Friendof_Darwin @manchestermelly @PG13ScottWatson @geraldpayne25 @JaTapps @htownsmitty @Aaron23582125 @umfpt @ScientiaPercept @HaircutSpock @myhighhills @DeanoMartino1 @brough_joshua @Cern_lXXl @tarbosaur @LeannEAF @NaturalBAtheist @ABranesample @Terrenc58307664 @lindaz333 @commonsensejan @Canna420Uk @SmokeyStafford @PaulDubuisson That’s bullshit. I know several people who had COVID &amp; got the vaccine afterwards. In fact, the CDC recommends you do so. You should do some actual research before running your mouth. 🙄 https://t.co/5Y36md0xSm",[],2021-07-04 21:11:41
10,MEEKSVS,"Toronto, Ontario",4813,3361,535932,7,"Definitions: 
Unvaccinated = No vax
Not yet protected = 0-13 days after 1st dose of vaccine
Partially vaccinated = 14d+ after 1 of 2 doses, or 0-6 days after 2nd dose
Fully vaccinated =  7d+ post 2 dose vaccine series, or 14 days post 1 dose vaccine series
https://t.co/rNwKNBkWqP",[],2021-07-04 21:08:50
11,BChinatti,not in Sweden (yet),1040,1063,23728,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 20:58:15
12,lolaneuroMD,"De Madrid, Spain",2573,6893,22378,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 20:54:17
13,GlobalNewsToda3,Brazil,562,187,23696,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 20:50:28
14,cooterama,chinada,658,172,5462,56,"Limb ischemia and pulmonary artery thrombosis after the ChAdOx1 nCoV-19 (Oxford–AstraZeneca) vaccine: a case of vaccine-induced immune thrombotic thrombocytopenia: https://t.co/evLRXHOBvQ
#CovidVaccine #VaccinesWork #vaccinated #vaccineSideEffects #VaccinesSaveLives https://t.co/W2dVUUAHJ5",[],2021-07-04 20:44:07
